person_id	person	family_size	gender	position	personal_income	couple_income	couple_share	property_abroad	total_income	total_share
1b8e409cdaaa22fa8101edb540aa95df	Абрамов А.Ю.	2	m	Заместитель начальника Забайкальского УВДТ МВД России	1375972.2	1866209.52	73.7308531145	False	1866209.52	73.7308531145
b408597ec8312d1ed35c80c28526d8a7	Алькаев В.П.	2	m	Заместитель начальника УВД по Ярославской обл. - начальник СУ	1025826	1107826	92.5981155885	False	1107826	92.5981155885
9e1dfd4f11b75ca4693d1ca9385c9bff	Андреев А.А.	2	m	Первый Заместитель начальника Северного УВДТ МВД России	1182814.22	1400193.58	84.4750495142	False	1400193.58	84.4750495142
bd27070d013bd867df400c52ef10d663	Афанасьев С.Г.	2	m	Первый Заместитель начальника Забайкальского УВДТ МВД России	955173.44	1555327.44	61.4130128123	False	1555327.44	61.4130128123
fac5a0bd2ae7ae27dc5c2e39ab818372	Абдулкушмов М.М.	1	m	Заместитель министра ВД по Р.Дагестан	1244603.63	1244603.63	100	False	1244603.63	100
052911cac7631dab63d0a59151712aed	Алютин О.В.	1	m	начальник Верхне-волжской базы хранения ресурсов МВД	542611.8	542611.8	100	False	542611.8	100
2d1f924ce7cbcd592a03910652726b8e	Акимов О.В.	2	m	Заместитель министра МВД по Республике Алтай	872967	966466	90.3256814001	False	966466	90.3256814001
486743a6af2ab0f1af08e2d7445603e9	Акжигитов Р.И.	2	m	начальник УК и МОРООП СК при МВД России	8339914.75	8459914.75	98.5815459902	False	8459914.75	98.5815459902
7ddb197c466163d789b56ddda5c6f69a	Александров М.Ю.	2	m	Заместитель начальника УК и МОРООП СК при МВД России	684324.68	684324.68	100	False	684324.68	100
630a60535ded7c10e203accf782dd114	Андреев А.А.	1	m	Заместитель начальника ГУВД по Алтайскому краю	1155655.68	1155655.68	100	False	1155655.68	100
643745469231efb442bf503b06aadff0	Андросенко Н.Н.	2	m	Начальник отдела ЦОД ОПС МВД России	652993.5	1566649.5	41.6808928864	False	1566649.5	41.6808928864
5feec5ce3a74d822ca5ea8d02ab9796c	Ахлестин В.Ф.	2	m	Заместитель начальника ГУВД по Красноярскому краю	2085440	2334435.28	89.3338109592	False	2334435.28	89.3338109592
94eae019538223203cf4681cea8fce47	Антонов И.А.	3	m	начальник УГИБДД ГУВД по Самарской области	554103	897136	61.7635453265	False	901536	61.4621046747
0d0a7def19e5b2aab365bda01a0404c3	Антонов П.Н.	2	m	командир ОМСН «Сансан» УВД по Астраханской области	728.624	1269.031	57.4157762892	False	1269.031	57.4157762892
dcd33fc3bd6c3eb6e0e275619f4ccf2a	Абраменко В.Г.	2	m	Командир ОМОН УВДТ МВД России	0	0	0	False	0	0
55ad7841d419c5e363dbf82f9676a0af	Арестов А.И.	1	m	Заместитель начальника ВИПК МВД России	0	0	0	False	0	0
60ecd9501e554a707588c3514e0d82f2	Арестова Е.Н.	1	f	Доцент кафедры предварительного расследования Московского Университета МВД России	0	0	0	False	0	0
ae1a09192210ccfce5b810cbfb04e8ae	Акуреев С.Г.	1	m	Начальник СУ при УВД по Курской обл.	859741.7	859741.7	100	False	859741.7	100
1c6324ca0c1fcc20abc42a3fbfdbfa1f	Александров А.А.	2	m	Заместитель начальника ГУВД по Саратовской области	924187.01	1813865.58	50.9512402788	False	1813865.58	50.9512402788
d7da32b129666dadbd6dc3cf80af8b5d	Аврамцев В.В.	1	m	Заместитель начальника ОРЛС Нижегородской Академии МВД РФ	556857.25	556857.25	100	False	556857.25	100
e8c6305f57d96ee0ea4dde701eb7f46f	Азаров С.М.	4	m	Заместитель начальника -начальник ОРЛС Юго-Восточное УВДТ МВД РФ	846882.46	1637531.05	51.7170321747	False	1637531.05	51.7170321747
c174559e8e317d878eca8a57e0cbec04	Антипов А.П.	2	m	Заместитель начальника Юго-Восточное УВДТ МВД РФ	763.041	942.857	80.928603171	False	942.857	80.928603171
5db4215183feabc49c550a3d408b17cb	Асямолов А.А.	2	m	Командир ОМСН УВД по Курганской области	681116.95	922062.66	73.8688355518	False	922062.66	73.8688355518
19c833759527bf799456a94c47445860	Андреев В.Л.	2	m	Первый заместитель начальника УВД по Псковской области	975467	1225766	79.5801971991	False	1225766	79.5801971991
cd42efaa92ed8b4666d1531d0dac0ba0	Афанасьев Г.А.	2	m	Заместитель начальника УВД по Псковской области, начальник МОБ	1081348	1307600	82.6971550933	False	1307600	82.6971550933
68615a40244696ac74c8c7a11e97f4c6	Алексеев А.В.	2	m	Заместитель начальника УВД по Псковской области, начальник тыла	767461.07	1084965.34	70.7359988108	False	1084965.34	70.7359988108
a1f5db61f1df10cf09df4e75668e1982	Арсентьев Ю.В.	2	m	Заместитель начальника УВД - начальник тыла по Сахалинской области	1611613.06	1760573.29	91.53910656	False	1760573.29	91.53910656
1e238600a730e00f442b79eec8579a0a	Андрианова Т.Н.	2	f	Заместитель начальника Пятого УВД МВД России - начальник тыла	846279	1174119.12	72.0777803193	False	1174119.12	72.0777803193
f6f312375ac55ef0fd854eb02e447215	Акалелов К.Б.	3	m	Заместитель. Министра ВД -начальник тыла МВД Бурятии	1119348.71	1119348.71	100	False	1119348.71	100
dd95f42db8a53f4b2b46053ad12a6022	Бабнин Р.В.	2	m	Заместитель начальника УВДТ по Чукотской области- начальник МОБ	2655456.8	3327084.52	79.8133255719	False	3327084.52	79.8133255719
e6e1d3375327265368662b25e0d4eb6f	Белоцерковный В.А.	2	m	Заместитель начальника Дальневосточного УВДТ МВД России	1300268.71	1943749.21	66.8948804357	False	1943749.21	66.8948804357
570756ad4c1b8f8b3ed5649379b0790b	Бушуев А.В.	3	m	Заместитель начальника ГИАЦ МВД России	817824.73	1617824.73	50.5508856945	False	1752824.73	46.6575303282
ea2c326ed5395720b527bc1791a68c2d	Боронин А.Н.	2	m	Заместитель начальника ГУВД по Пермскому краю, начальник штаба	1057847.99	1057847.99	100	False	1057847.99	100
c8c28d5ceae68a7783d8ae77aae30242	Болтнев А.Н.	2	m	Заместитель начальника УВД по Тульской области, начальник штаба	926584.9	1157565.15	80.0460259191	False	1157565.15	80.0460259191
80416803ea504afda2f8f8947870cc12	Борзенко С.В.	2	m	Заместитель начальника - начальник МОБ УВД по Оренбургской области	1049678.33	2174872.93	48.2638923645	False	2174872.93	48.2638923645
3a3aa377fab1f720be2ad9c0d8a04eea	Бурцев В.Н.	2	m	Начальник Новосибирского филиала ФГОУ ВПО БЮИ России	725575.42	1148056.39	63.2003293845	False	1148056.39	63.2003293845
b03f0a108808ab94975b6484f27e4fda	Банник В.Б.	2	m	Командир ОМСН	2828508.91	3120934.89	90.6301800484	False	3120934.89	90.6301800484
b01e87707da101ae471941718e19930c	Бекишев Р.Х.	2	m	Заместитель министра ВД по КБР- начальник тыла МВД	850049	934357	90.9768964111	False	934357	90.9768964111
c071528d294d1bb8e2640123bb939a57	Белов Н.Г.	2	m	Заместитель начальника УВД - начальник штаба	1635954	1875954	87.2065093281	False	1875954	87.2065093281
47c11558de60796f85d8acf20a81345b	Байбурин М.Р.	1	m	Заместитель начальника Уфимского юридического института	628157.72	628157.72	100	False	628157.72	100
72754ae0cb0d05e674332252cb9008f8	Безукладов С.А.	1	m	Заместитель начальника УВД по Ненецкому АО	1628737.76	1628737.76	100	False	1628737.76	100
c37151c96d9d7c916a1def22cdac4271	Бородкин С.Б.	1	m	Заместитель начальника УВД по Ненецкому АО	2044424.24	2044424.24	100	False	2044424.24	100
27e53f5842f117be102ca3bc075a4d09	Булгаков О.М.	2	m	Заместитель начальника Воронежского института МВД России	796736.7	1141133.26	69.8197772274	False	1141133.26	69.8197772274
ca7315595dea07c83600cb557bc95ac0	Балбуцкий А.В.	3	m	Командир ОМОН МВД по Республике Коми	1299186.64	1684046.95	77.1466995026	False	1693286.95	76.7257221229
c61fb0cca8fcf8651a03e7f98a970f21	Блохин О.В.	2	m	Заместитель начальника МВД по Республике Коми	1126711.56	1542897.75	73.0256791158	False	1542897.75	73.0256791158
348dd46d1aeda6b1528fb39666427013	Бобров О.А.	3	m	Заместитель начальника ЦА МВД России	1035018.58	1469808.3	70.4186103725	False	1469808.3	70.4186103725
479105a68aeadbc5e1d1e5e8f0cc8d37	Бояркин И.В.	2	m	Заместитель начальника Забайкальского УВДТ МВД России	1229988	2060884	59.6825439957	False	2060884	59.6825439957
5488fc71b9e6d055a8230514041792b1	Бутраков И.А.	2	m	Командир ОМОН ГУВД по Московской области	1006781	1150781	87.4867589924	False	1150781	87.4867589924
263fbc4690ec44f751a3a7c56a7a44dc	Бутков А.В.	3	m	Начальник ОК ВНИИ МВД России	857108.55	1942614.74	44.1213861066	False	1942614.74	44.1213861066
d6e1c5e7c20afc27ca074ce144619e2c	Богданов Н.Н.	2	m	Начальник МОБ ВС УВДТ МВД России	888582.68	1099482.68	80.8182517254	False	1099482.68	80.8182517254
e47ff9f49ddbe1bd89f2e1d087f36449	Батоев А.С.	1	m	Комамндир ОМСН МВД по РСО-Алания	666775	666775	100	False	666775	100
b9e3648e293083809a4385e730ff3458	Бенузаров Х.И.	2	m	Начальник УГИБДД МВД РСО-Алания	545940	545940	100	False	545940	100
5b8cfe8b5043c4c500845fc0b857303d	Бугай В.В.	2	m	Начальник филиала Н-Новгород ВНИИ МВД РФ	559841.8	621237.02	90.1172631341	False	621237.02	90.1172631341
90eeffe0555bfebf6d87daf28867ef13	Билык Р.П.	1	u	Командир ОМОН УВД по Магаданской области	1477422	1477422	100	False	1477422	100
8b7923a7b9840d89889731c945f9f2f7	Блохин О.К.	2	m	Заместитель начальника УВД по Пензенской области	1086232.4	1638693.35	66.2864958841	False	1638693.35	66.2864958841
5e1e734171ed2c5bdee55f4dec90b150	Белозерцов А.Н.	1	m	Заместитель начальника УВД по Магаданской области	2050897	2050897	100	False	2050897	100
e7dd2084e7a80b3b984e993ab61c362d	Борщев О.Б.	1	m	Заместитель начальника УВД по Магаданской области	2126459	2126459	100	False	2126459	100
1b429735010e34d1d51d773fb6e19906	Булгаков Б.Ф.	2	m	Начальник УГИБДД ГУВД по Ставропольскому краю	545416.6	573716.6	95.0672509737	False	573716.6	95.0672509737
14af7e4917fcec6adafb38e2b40b55ca	Быстров А.Н.	2	m	Командир ОМОН УВД по Рязанской области	588228.96	644228.96	91.3074382747	False	644228.96	91.3074382747
87b50cdedb1b9f9ba3d6490ae11b6061	Бобиа Ю.В.	3	m	заместитель начальника УВД - начальник СУ при УВД по Калининградской области	835067.8	835067.8	100	False	835067.8	100
84d12cb15f703c7ea6798a7652484370	Батанов Е.Б.	2	m	Заместитель министра ВД по Республике Алтай	813110	813110	100	False	813110	100
0145696814193e99ad6bf3b76dc07b25	Бобылёв О.Г.	2	m	Командир ОМСН МВД по РА	988731.55	1497059.46	66.0449084634	False	1497059.46	66.0449084634
ec1e79a1d980264d5c1b3825ee82d7f7	Богомолов П.В.	2	m	Начальник УГИБДД ГУВД по Алтайскому краю	566803.38	686803.38	82.5277505186	False	686803.38	82.5277505186
d0ff55c716da37ba862af48132633263	Боженок С.Я.	2	m	Заместитель начальника СК при МВД России	793348	2028019	39.119357363	False	2028019	39.119357363
578f228a9765f63119101ca977c4be48	Брежнев Ю.И.	2	m	Заместитель начальника СК при МВД России	855366.4	1528914.33	55.9459992765	False	1528914.33	55.9459992765
a1b190bfe1d62afd886356babc08c88b	Бучнев Е.А.	1	m	Командир ОМСН ГУВД по Алтайскому краю	679272.5	679272.5	100	False	679272.5	100
de74c926778eacc5ba9a34fca315913b	Белевцов С.Н.	2	m	Заместитель начальника УВД по Мурманской области - начальник тыла	1972956.48	1972956.48	100	False	1972956.48	100
43426481cfd8237a9ac4190e3f27a875	Болотов А.В.	2	m	Заместитель начальника ГУВД по Свердловской области - начальник тыла	1076539.26	1076539.26	100	False	1076539.26	100
9a5eb555723d3399218badbcdef58bb8	Бабчук П.В.	2	m	Командир ОМСН УВД по Костромской области	580554.59	598723.52	96.9653889662	False	598723.52	96.9653889662
12c5ae5393b4c0cd2825f3fa8e81939c	Бжунаев М.Н.	3	m	Заместитель министра внутренних дел - начальник следственного управления при МВД по КЧР	787523.16	1091799.8	72.1307294616	False	1091799.8	72.1307294616
3a4b27dbc789cb5cf8a1d26feddaefb0	Батурин Г.А.	2	m	Командир ОМОН УВД по Омской области	698448.13	698448.13	100	False	698448.13	100
325ef515687fd791ed57d262ec9c3b14	Белинский В.В.	1	m	Начальник управления межведомственного взаимодействия и по связям с общественностью Департамента экономической безопасности МВД России	896051.51	896051.51	100	False	896051.51	100
3e7b40e241e1f9721adaaf11419b4922	Бирючков Е.В.	3	m	Заместитель начальника Западно-Сибирского УВДТ МВД России	1035834.28	1439986.35	71.9336179819	False	1439986.35	71.9336179819
4bc9c68ee3c5c813b7f8a2da47c72915	Бугаев С.В.	2	m	Начальник организационно-аналитического управления ДЭБ МВД Росси	843657.61	1389238.98	60.72804047	False	1389238.98	60.72804047
f083ff3c52fedda778549b70e24aaa08	Бабин В.Р.	3	m	Командир ОМОН ГУВД по Саратовской обл.	672860.47	775980.47	86.7110057551	False	779980.47	86.2663227965
9e805dd336750dd4fd2ac8ea1caaf526	Беспалов А.П.	2	m	Заместитель начальника УВД по Югре	1539076.14	1979828.2	77.7378633156	False	1979828.2	77.7378633156
c976e9bb20f63a0add3f4ed83c08ed8a	Ботлунг И.И.	2	m	Заместитель начальника Санкт-Петербургского Университета МВД России	691620.53	1991620.53	34.7265214222	False	1991620.53	34.7265214222
d73c9d0561b045ce637bc8fd6caf1b15	Буховец А.В.	2	m	Заместитель начальника института по служебно-боевой подготовке	901233.4	1256592.11	71.7204407721	False	1256592.11	71.7204407721
fe9805e9f90cf5a8834b7b40937a36c5	Бунакова О.А.	1	f	Заместитель начальника УВД по Томской области-начальник штаба	1163938.63	1163938.63	100	False	1163938.63	100
dcf476868f66aaa67b83bb9919a0fd88	Букия В.Д.	2	m	заместитель начальника Кузбасского УВДТ МВД России	1119911.91	1528843.27	73.2522379485	False	1528843.27	73.2522379485
5ddcf758b0a0710e5de4c9af8db37799	Бабушкин М.А.	2	m	Начальник УГИБДД УВД по Курганской области	660540.7	896998.5	73.6389971667	False	896998.5	73.6389971667
20147ab9451047eecda821a3b52baa9e	Березуев М.Н.	1	m	Заместитель министра внутренних дел, начальник МОБ МВД по УдмуртскойРеспублике	1147635.86	1147635.86	100	False	1147635.86	100
0ebca9faadc01f6c6bcdb0c110b5c0d5	Бочманов А.В.	1	m	Начальник курского филиала Орловского юридического института МВД России	415518	415518	100	False	415518	100
3cf7cfdc62c78917cd55d6b15688fb95	Благов Г.И.	2	m	Первый заместитель Начальника УВД МВД России комплекса «Байконур» начальник КМ	1441292.8	1441292.8	100	False	1441292.8	100
4ff322e729a01a42facd430831b3303c	Беспалов В.И.	2	m	заместитель начальника УВД - по экономической безопасности по Сахалинской области	1432491.22	2248524.36	63.7080587377	False	2248524.36	63.7080587377
67442a914b2d4839e7e70634f1c2df8e	Батяев А.М.	1	m	заместитель начальника Первого УВД МВД России - начальник тыла	851697	851697	100	False	851697	100
33ed49b8c90b9bd308eeaafb553ea6bb	Буянов А.В.	2	m	заместитель начальника Четвертого УВД - начальник отдела кадров	1022490	1022490	100	False	1022490	100
f82cc1bb4ea59dbd1df28edc4b749c0f	Боченков М.П.	3	m	Зам. Министра ВД республики Бурятия	1358291.96	1824158.12	74.4613060188	False	1824158.12	74.4613060188
3bf81f3ecd902866a2903f45620b7d74	Васильев В.И.	2	m	Первый заместитель начальника УВД по Вологодской области - начальник КМ	1431768	2029370	70.5523389032	False	2029370	70.5523389032
bd0f7a296c2902b3fa4ce76bc8e3e5b2	Вертебный Л.Е.	1	m	Заместитель начальника Северо-Западного УВДТ МВД России	907118.1	907118.1	100	False	907118.1	100
f701b11fba13774066ef9b6fde0c587e	Васютович А.Л.	1	u	Заместитель начальника УВД по Владимирской области	873478	873478	100	False	873478	100
152f2bca57f90c56eb977e0784f325ef	Вороненко В.И.	1	u	Заместитель начальника ЧЮИ МВД России	594882.24	594882.24	100	False	594882.24	100
e442a01c08d3a1302abccfb53e3763ad	Векленко С.В.	2	m	Заместитель начальника Воронежского института МВД России	754312	1082014	69.7137005621	False	1082014	69.7137005621
6eb1fa0445c38148fecc6647da52c3d2	Воробьев В.В.	2	m	начальник Новочеркасского суворовского военного училища МВД России,	540044.56	942855.21	57.2775707524	False	942855.21	57.2775707524
566cd484e8238a62dde8c0501c1d636d	Ворожцов М.А.	2	m	Заместитель начальника Уральского юридического института МВД России по служебно-боевой подготовке	673351.68	815473.77	82.5718379636	False	815473.77	82.5718379636
a4f58d9ca00dc132a2ae5d4e8c9ba40b	Волков В.А.	2	m	Заместитель министра внутренних дел по Республике Коми	1509464	3363464	44.8782564642	False	3363464	44.8782564642
c725fa19180206e9dfd4aadae2165ec1	Васичев С.Д.	1	m	Заместитель начальника центра ЦГЗ МВД России	758440.86	758440.86	100	False	758440.86	100
0d91353f0e9b4df33ce2606d32494de8	Василенко В.В.	2	m	Заместитель начальника Омской академии МВД	1162408.84	1288674.28	90.2019119991	False	1288674.28	90.2019119991
bb4a986c0aecea1675e0cf56c625a88c	Волокжанин П.Н.	3	m	Командир ОМОН Дальневосточного УВДТ	950187.08	1274187.08	74.5720228147	False	1274187.08	74.5720228147
89371aac3844e88bfd141d47fa2a1617	Волков А.А.	1	m	Командир ОМОН ГУВД по Московской области	1022257.01	1022257.01	100	False	1022257.01	100
c68970a204139faf0d53e1bf7dbaac54	Водопьянов А.Т.	2	m	Заместитель начальника Управления по ДОПД и К СК при МВД России	858432	2519462	34.072036014	False	2519462	34.072036014
87b3bf2d4956386ff36bdd7e1bfd2ef5	Верещагин В.Ю.	2	m	Заместитель начальника по научной работе Ростовского юридического института МВД России	864495	936495	92.3117582048	False	936495	92.3117582048
78c34f1568665ce5f511f0351ab6970b	Васильев С.С.	2	m	Командир ОМСН МВД по КЧР	797245.89	927245.89	85.9799863874	False	927245.89	85.9799863874
7682f0a2857e4ddc6a293c3d5fb839a1	Володин Р.А.	4	m	УВД по Калужской области, Заместитель начальника УВД - начальник тыла	1148191.49	1242420.49	92.4156917277	False	1242420.49	92.4156917277
57c5d2b35d26efa6405932713097f274	Валиулин Р.М.	1	m	Начальник организационно-аналитического управления ОИД МВД России	935336.4	935336.4	100	False	935336.4	100
9743d2433dbf62152905fafe3940650f	Варенов И.В.	1	m	Заместитель начальника Волго-Вятского УВДТ МВД России	923741.14	923741.14	100	False	923741.14	100
e44a9ceb29be1a13dc24b69e30e99461	Волкова А.Е.	1	f	Начальник контрольно-планового управления ОИД МВД России	928418.35	928418.35	100	False	928418.35	100
14a4d70f2b82130920210c1246577b03	Власов С.Д.	1	m	Заместитель начальника ГУВД по Саратовской обл.	935450.72	935450.72	100	False	935450.72	100
3577173021f18c97853674a4ab5dd65e	Верзилин В.А.	2	m	Начальник управления ГИБДД ГУВД по Воронежской области	635978	861038	73.8617807809	False	861038	73.8617807809
3322489840221b546fe6d49d051411be	Гудилин С.А.	2	m	Заместитель начальника УВД по Смоленской области	1056040.35	1086846.35	97.1655607069	False	1086846.35	97.1655607069
4ec115e84502c5ef2d42663d3b211524	Герасимов В.В.	1	m	Начальник штаба УВД по Владимирской области	870505.5	870505.5	100	False	870505.5	100
75bcd62399650a11aa020df22f119f94	Герман А.И.	2	m	Начальник штаба УВД по Липецкой области	853.309	344202.279	0.247909166226	False	344202.279	0.247909166226
777924edc3aff83dce789c8cda70b20c	Горкун В.И.	2	m	Заместитель начальника ЧЮИ МВД России	838131.63	1168616.94	71.7199624027	False	1168616.94	71.7199624027
8f937256a528b27db016cf6d3f9fea4e	Губарев С.В.	1	m	Начальник КМ УВД по Липецкой области	725.53	725.53	100	False	725.53	100
043a1063a6e26fc8ca8ec7e8575386fb	Гусев А.И.	1	m	Заместитель начальника центра Олимпиада 2014 МВД России	590000	590000	100	False	590000	100
0382f7b6cc942b486d21d587fc29e1c1	Горячев В.А.	2	m	Заместитель министра ВД по КБР	840789.77	994437.99	84.5492407224	False	994437.99	84.5492407224
a7fd4ed4d07b1e61c0a3e75cbaebb5c4	Гормах А.Б.	4	m	Начальник ОРБ №16 МВД России	794702.33	853067.33	93.1582188243	False	853067.33	93.1582188243
3f34e43bc6472994a874b95913da583f	Гуднов Я.Ю.	3	m	И.О. Заместителя министра по экономической безопасности по РСО - Алания	593251.39	1250987.67	47.4226408642	False	1250987.67	47.4226408642
7395bb97509b3fe595361b51ada06b0d	Гераскин Д.В.	3	m	ОМСН КМ ГУВД по Нижегородской области	837077.52	1127225.52	74.2599865908	False	1127225.52	74.2599865908
00379181a503cf703da0f75f63934956	Гуменчук И.В.	2	m	Заместитель начальника Воронежского Института МВД России	513739	1186731	43.2902654435	False	1186731	43.2902654435
34eecd7086e0c42265288dd6738da216	Гололобов С.В.	2	m	Заместитель начальника УВД по Новгородской области	841397.62	962011.62	87.4623136049	False	962011.62	87.4623136049
21c2860648109517f6ee1b52e531b132	Гольцунов Е.П.	2	m	Заместитель начальника Академии управления МВД России	850467.9	1383578.84	61.4686980902	False	1383578.84	61.4686980902
215ec4926519db9d8890ce363c48d9d8	Горшков О.В.	2	m	Заместитель начальника УВД по Новгородской области	802046.37	1117375.18	71.7795047139	False	1117375.18	71.7795047139
3d166bb217bf05aee37d6b82b0400679	Гудиев М.М.	1	m	Заместитель министра внутренних дел по РИ, начальник МОБ	846890	846890	100	False	846890	100
8097f7ed82cbe6e181d8e16655d070c8	Габа С.П.	2	m	Командир ОМОН ГУВД по Пермскому краю	1011963	1030413	98.2094558201	False	1030413	98.2094558201
7416b19b97544aea339edde2dff57452	Гиндеев Б.А.	2	m	Заместитель министра внутренних дел по республике Калмыкия	1383875.46	1424833.91	97.1253877584	False	1424833.91	97.1253877584
df5a78d4cfa5d0a3b7f476fedee9e2a4	Гришаев А.Н.	3	m	Заместитель начальника ВНИИ МВД России	753218.2	1113218.2	67.6613264138	False	1233218.2	61.0774476082
26884b153c7830a5a46da8aac96c3c16	Гнездилов С.А.	2	m	Заместитель начальника Южно-Уральского УВДТ МВД России	993874.29	993874.29	100	False	993874.29	100
d22cdd95c92baa5bd40c806d6a728abe	Газимагомедов М.Г.	2	m	Зам. министра ВД по Республике Дагестан	906690	990690	91.5210610786	False	990690	91.5210610786
1d714069998aee04a8842e445c9d158f	Глухих Н.Н.	1	u	заместитель начальника, начальник следственного управления УВД по Хабаровскому краю	1301164.36	1301164.36	100	False	1301164.36	100
4fdf093e84fccb717de0ea112a8da4b6	Грачев А.Б.	3	m	заместитель начальника, по экономической безопасности УВД по Хабаровскому краю	1048275.03	2848275.03	36.8038556305	False	2848275.03	36.8038556305
096bee4662fb6290e4eb6d38ec102ce5	Ганза А.В.	2	m	заместитель начальника УВД - начальник УРЛС по Калининградской области	606795.64	931599.31	65.1348314116	False	931599.31	65.1348314116
e70c05298dba24ed88357e2dc8564fd7	Галай А.В.	2	m	Заместитель начальника СК при МВД России	843444.06	1100938.5	76.6113692999	False	1100938.5	76.6113692999
2b4595f767b5e1be640744849f1a1e39	Горев В.С.	2	m	Начальник У по РОПДПОБ и ИГС	924558	1754992	52.6816076654	False	1754992	52.6816076654
310a935ce66b54e2da09bfc5ddd83a15	Гусейнов Х.М.	2	m	Заместитель министра ВД по Чеченской Республике	1133341.8	1133341.8	100	False	1133341.8	100
595bc6f4a9f957ea49087fbdd4574a70	Гаденков А.В.	2	m	заместитель начальника управления - начальник УРЛС УВД по Костромской области	782458.3	1028317	76.0911567153	False	1028317	76.0911567153
544c343ad0c83a593a76ee3114b98299	Галкин Н.А.	3	m	Командир ОМОН УВД по Костромской области	620888.39	879436.75	70.6006873149	False	879436.75	70.6006873149
1e7914bc590ab7c08bb8536698f983e3	Галкин С.А.	2	m	Первый заместитель начальника УВД по Калужской области	1215000	1335000	91.0112359551	False	1335000	91.0112359551
e3972577fa83ba7ed6394d8381451562	Гапонов В.Ю.	2	m	Заместитель начальника ГУВД по Краснодарскому краю по границе	1020659.17	1166159.17	87.5231440319	False	1166159.17	87.5231440319
4984f5b87b39c2b00cdb1ccacbe5fb07	Гайдов В.Б.	2	m	Начальник административно-правового управления правового департамента МВД России	945585.94	1325110.69	71.3590152986	False	1325110.69	71.3590152986
8e0b4510015c2d0b902e246f2a8314ef	Горин Е.В.	2	m	Заместитель начальника ВИПК МВД России	954880.51	1098880.51	86.8957544802	False	1098880.51	86.8957544802
4c02d8767be85d65aa02b4e42dce9904	Городецкий А.Е.	2	m	Заместитель начальника по научной работе Академии экономической безопасности МВД России	1356646.55	1731267.45	78.3614657574	False	1731267.45	78.3614657574
c97110e9851dc45ebf2fcf0baaa6176d	Гулин А.А.	3	m	Заместитель начальника Западно-Сибирского УВДТ МВД России	1089279.84	1178760.33	92.4089326963	False	1178760.33	92.4089326963
44765ef0d94c84cf465c31de7421b080	Губин Ю.Л.	2	m	Заместитель начальника управления УВДТ МВД России	990138.98	1737540.34	56.985093077	False	1737540.34	56.985093077
bc1cbe6c8dedeff493d8f1dffba43964	Гаврилин П.В.	2	m	Заместитель начальника УВД по Югре	1731855.52	2156321.85	80.3152609152	False	2156321.85	80.3152609152
bc89e8319ed6e815230b01e254601f3b	Горенцев А.В.	2	m	Начальник СУ при МВД по Респ. Карелия	1566720.14	1779951.28	88.0203945807	False	1779951.28	88.0203945807
b5aef84fb62b9bd9b6e773444b6b76b3	Гатаев А.В.	3	m	Командир отряда ОМСН УВД по Тверской области	805017.24	857817.24	93.8448427546	False	857817.24	93.8448427546
058ee84958d805d5ca7788c9ae42a30a	Гусев А.И.	1	m	Заместитель начальника Центра «Олимпиада-2014» МВД России	590000	590000	100	False	590000	100
3eb7ed242cdf08fe896231cd5f334a50	Гаврилин П.В.	2	m	Заместитель начальника УВД по Югре	1731855.52	2156321.85	80.3152609152	False	2156321.85	80.3152609152
