year	month	reg_name	ind_bribery	ind_robbery	ind_rape	ind_steal	ind_drugs	ind_peculation	ind_brigadary	ind_death	ind_harm	ind_ruffian
2009	1	Пензенская область	0.75	6.2	0.22	42.22	8.07	4.94	0.79	1.08	1.95	0.14
2009	1	Пермский край	1.15	36.31	0.44	104.19	10.67	1.86	2.61	1.47	5.3	0.77
2009	1	Республика Башкортостан	1.44	8.07	0.2	42.02	19.94	7.3	0.81	0.94	2.37	0.39
2009	1	Республика Марий Эл	0.51	21.33	0.57	76.65	7.82	20.05	1.0	1.28	3.27	1.14
2009	1	Республика Мордовия	2.09	3.57	0.24	22.25	7.73	26.56	0.24	0.48	1.9	0.24
2009	1	Республика Татарстан (Татарстан)	1.53	7.76	0.21	54.4	12.3	6.43	0.8	0.66	1.81	0.58
2009	1	Самарская область	1.7	19.1	0.25	65.08	20.96	10.87	2.77	1.13	2.87	0.88
2009	1	Саратовская область	1.09	8.24	0.31	49.97	13.66	7.49	1.08	0.54	1.97	0.27
2009	1	Удмуртская Республика	0.39	24.73	0.33	74.31	11.81	5.2	2.02	1.37	3.91	0.98
2009	1	Ульяновская область	0.8	11.66	0.15	35.74	11.51	4.45	1.37	0.99	2.74	0.84
2009	1	Чувашская Республика - Чувашия	0.75	8.03	0.23	40.23	6.24	14.66	0.55	0.62	1.64	0.31
2009	1	СЕВЕРО-КАВКАЗСКИЙ ФО	-	-	-	-	-	-	-	-	-	-
2009	1	Кабардино-Балкарская Республика	0.28	4.82	0.34	26.81	11.67	7.11	1.46	0.34	0.79	0.11
2009	1	Карачаево-Черкесская Республика	0.29	3.28	0.0	20.12	8.66	1.16	0.23	0.94	1.4	0.0
2009	1	Республика Дагестан	0.4	1.38	0.19	7.59	4.2	1.41	0.45	0.33	0.48	0.19
2009	1	Республика Ингушетия	0.29	0.4	0.0	5.81	5.61	0.0	2.2	1.6	0.4	2.0
2009	1	Республика Северная Осетия-Алания	0.35	5.55	0.14	31.18	9.54	3.68	0.71	0.71	0.85	0.14
2009	1	Ставропольский край	0.88	6.21	0.26	36.04	20.55	4.82	1.11	0.59	1.81	0.52
2009	1	Чеченская Республика	0.0	0.0	0.08	1.99	3.97	0.49	0.17	0.5	0.17	0.08
2009	2	ЦЕНТРАЛЬНЫЙ ФО	1.31	11.58	0.22	58.89	11.72	5.99	2.05	0.92	2.06	0.74
2009	2	Белгородская область	1.7	5.2	0.13	37.98	10.73	5.87	0.59	0.66	1.38	0.0
2009	2	Брянская область	1.53	6.04	0.31	52.05	16.89	16.06	1.3	1.07	2.22	0.38
2009	2	Владимирская область	0.24	9.59	0.14	60.78	11.31	4.74	1.03	1.03	1.66	0.41
2009	2	Воронежская область	0.71	7.85	0.22	49.11	8.81	2.34	0.96	0.79	1.4	0.48
2009	2	Город Москва столица Российской Федерации город федерального значения	1.43	15.53	0.15	64.56	10.67	3.12	2.77	0.53	1.22	1.04
2009	2	Ивановская область	1.61	13.34	0.19	58.91	8.34	6.44	1.48	1.67	2.04	0.37
2009	2	Калужская область	3.59	15.21	1.29	117.34	20.78	41.95	3.98	2.29	5.97	0.6
2009	2	Костромская область	2.87	8.61	0.29	39.74	11.19	7.59	1.29	1.0	2.01	0.29
2009	2	Курская область	1.82	6.88	0.43	60.22	8.6	5.55	0.69	0.95	1.29	0.34
2009	2	Липецкая область	0.1	10.35	0.0	51.76	6.5	7.22	0.26	0.68	1.63	0.43
2009	2	Московская область	0.71	10.28	0.12	50.13	12.21	2.69	2.46	0.9	2.4	0.72
2009	2	Орловская область	0.71	6.57	0.12	52.8	11.31	4.98	1.09	0.24	1.7	0.73
2009	2	Рязанская область	1.49	4.81	0.17	24.47	10.82	1.19	0.86	1.03	0.94	0.0
2009	2	Смоленская область	2.71	23.49	0.92	121.44	17.6	40.25	3.46	2.75	4.07	2.75
2009	2	Тамбовская область	0.84	4.25	0.09	34.54	20.61	0.74	0.18	0.9	1.54	0.63
2009	2	Тверская область	0.93	12.25	0.07	85.25	9.28	5.92	2.17	0.72	2.46	1.01
2009	2	Тульская область	2.79	12.71	0.57	51.91	16.34	1.98	3.19	2.11	6.0	1.02
2009	2	Ярославская область	0.79	15.29	0.08	63.27	8.82	3.36	2.51	0.53	2.36	0.3
2009	2	ЮЖНЫЙ ФО	0.98	5.86	0.23	38.88	13.53	5.9	1.24	0.85	1.41	0.42
2009	2	Астраханская область	1.46	12.29	0.5	62.55	15.59	18.44	2.8	1.2	1.5	0.9
2009	2	Волгоградская область	1.08	11.73	0.15	47.0	15.6	12.25	1.34	0.92	2.15	0.23
2009	2	Краснодарский край	1.77	3.96	0.16	37.58	17.98	3.98	1.13	0.64	1.48	0.16
2009	2	Республика Адыгея (Адыгея)	0.55	4.31	0.45	30.15	9.29	0.27	0.91	0.68	1.36	0.0
2009	2	Республика Калмыкия	0.89	6.65	0.0	32.92	18.21	24.39	0.35	1.4	3.15	2.45
2009	2	Ростовская область	1.38	9.03	0.21	65.98	14.08	6.57	2.0	1.03	1.53	0.63
2009	2	СЕВЕРО-ЗАПАДНЫЙ ФО	0.86	13.62	0.19	63.88	12.76	5.96	1.77	1.16	2.33	0.53
2009	2	Архангельская область	0.66	13.21	0.63	69.98	5.66	3.57	0.71	0.94	3.14	0.16
2009	2	Вологодская область	3.59	12.02	0.25	69.34	9.73	5.44	2.37	0.82	2.62	1.64
2009	2	Город Санкт-Петербург город федерального значения	0.32	16.51	0.07	50.57	18.26	6.74	2.34	1.09	1.05	0.48
2009	2	Калининградская область	1.0	11.63	0.0	85.88	11.09	17.4	2.03	1.07	1.71	0.21
2009	2	Ленинградская область	0.21	13.04	0.18	68.14	7.22	1.2	2.2	1.53	3.06	0.43
2009	2	Мурманская область	1.11	10.22	0.0	65.81	15.98	3.34	0.82	0.59	3.06	0.24
2009	2	Новгородская область	1.44	9.66	0.31	69.13	9.2	5.02	1.53	1.53	3.07	0.61
2009	2	Псковская область	0.99	8.79	0.28	66.64	9.22	2.81	1.28	1.13	4.4	0.28
2009	2	Республика Карелия	0.86	10.14	0.0	64.0	13.03	7.36	0.72	1.16	1.74	0.58
2009	2	Республика Коми	0.62	17.15	0.52	75.92	12.91	7.37	0.83	1.86	4.03	0.62
2009	2	ДАЛЬНЕВОСТОЧНЫЙ ФО	1.03	17.14	0.15	85.76	17.76	8.72	1.8	1.83	4.63	0.31
2009	2	Амурская область	1.4	12.19	0.0	70.38	25.07	1.82	1.49	2.3	5.4	0.23
2009	2	Еврейская автономная область	0.0	11.32	0.54	70.61	15.63	17.09	1.08	1.08	4.85	0.0
2009	2	Камчатская область	0.0	4.63	0.29	43.1	12.73	10.75	1.16	2.03	4.05	0.0
2009	2	Магаданская область	0.0	15.08	0.0	62.12	28.95	1.45	0.6	1.21	4.22	0.6
2009	2	Приморский край	0.53	19.29	0.1	102.01	19.54	4.63	2.71	1.95	3.86	0.45
2009	2	Республика Саха (Якутия)	1.1	15.45	0.11	60.43	5.47	11.24	1.05	1.47	6.83	0.11
2009	2	Сахалинская область	0.92	13.31	0.39	87.55	27.58	5.31	0.39	2.31	4.05	0.58
2009	2	Хабаровский край	2.03	24.22	0.14	105.51	15.67	17.85	2.21	1.5	4.06	0.28
2009	2	Чукотский автономный округ	0.0	5.97	1.99	43.77	15.92	5.08	0.0	3.98	5.97	0.0
2009	2	СИБИРСКИЙ ФО	1.68	17.72	0.26	76.93	20.09	7.6	2.12	1.61	4.49	0.38
2009	2	Алтайский край	0.71	14.87	0.12	65.26	16.15	3.5	0.84	1.16	2.83	0.08
2009	2	Иркутская область	0.64	28.23	0.44	78.76	14.71	2.3	3.63	2.79	5.34	0.68
2009	2	Кемеровская область	0.21	26.49	0.18	73.35	16.36	1.61	3.33	1.27	4.92	0.28
2009	2	Красноярский край	0.58	13.04	0.21	82.41	30.27	22.25	1.52	1.18	4.19	0.21
2009	2	Новосибирская область	7.2	15.86	0.11	77.32	23.79	10.2	2.05	0.95	2.96	0.53
2009	2	Омская область	2.19	9.56	0.2	57.43	18.04	9.52	1.98	1.04	2.82	0.35
2009	2	Республика Алтай	6.95	8.21	1.93	84.49	23.66	5.69	0.97	1.45	5.79	0.0
2009	2	Республика Бурятия	0.26	21.25	0.21	103.03	24.9	2.61	1.25	3.13	7.19	0.83
2009	2	Республика Тыва	0.0	9.31	2.25	33.05	25.99	3.6	1.28	4.17	15.08	0.32
2009	2	Республика Хакасия	1.59	8.93	0.0	94.19	18.06	5.66	1.3	1.3	5.96	0.74
2009	2	Томская область	0.46	18.45	0.1	90.05	19.71	4.59	1.45	0.97	2.9	0.19
2009	2	Читинская область	-	-	-	-	-	-	-	-	-	-
2009	2	УРАЛЬСКИЙ ФО	1.27	16.58	0.27	74.3	14.36	6.68	1.94	1.15	3.49	0.89
2009	2	Курганская область	0.5	8.75	0.1	60.18	13.64	2.61	0.83	1.98	3.33	1.46
2009	2	Свердловская область	0.94	19.54	0.3	80.4	11.53	6.65	2.02	1.05	3.48	0.91
2009	2	Тюменская область	2.3	12.33	0.27	70.67	21.37	9.68	1.87	1.22	4.03	0.98
2009	2	Челябинская область	0.95	19.08	0.28	74.02	11.36	5.05	2.19	1.0	3.02	0.63
2009	2	ПРИВОЛЖСКИЙ ФО	1.08	14.5	0.25	59.07	16.06	7.75	1.28	0.93	2.23	0.46
2009	2	Кировская область	2.16	7.36	0.0	49.04	6.23	2.57	0.71	0.78	1.77	0.07
2009	2	Нижегородская область	0.69	21.43	0.27	73.63	9.23	11.97	1.67	0.63	1.99	0.39
2009	2	Оренбургская область	0.91	10.34	0.09	44.08	20.86	9.89	0.76	1.04	3.02	0.42
2009	2	Пензенская область	0.75	6.2	0.14	43.73	8.57	2.18	0.22	0.72	1.51	0.07
2009	2	Пермский край	1.86	28.51	0.7	102.82	12.18	3.9	2.28	1.84	4.71	0.7
2009	2	Республика Башкортостан	0.57	6.64	0.12	46.96	29.76	6.91	0.91	0.94	2.27	0.22
2009	2	Республика Марий Эл	1.36	22.61	0.43	78.07	8.25	1.19	1.0	1.28	1.99	0.71
2009	2	Республика Мордовия	2.09	3.21	0.24	24.27	12.49	11.26	0.36	0.95	1.67	0.0
2009	2	Республика Татарстан (Татарстан)	1.72	8.69	0.32	57.32	13.9	5.35	0.82	0.5	1.22	0.53
2009	2	Самарская область	1.0	20.42	0.13	66.41	29.09	12.49	2.43	1.17	1.67	0.76
2009	2	Саратовская область	0.64	11.65	0.0	49.85	13.2	6.49	0.97	0.39	1.74	0.39
2009	2	Удмуртская Республика	0.87	30.01	0.52	67.13	12.79	3.31	2.28	1.11	3.33	0.59
2009	2	Ульяновская область	1.07	11.58	0.15	42.52	12.27	4.19	1.37	1.37	1.83	0.53
2009	2	Чувашская Республика - Чувашия	0.28	10.84	0.62	44.13	4.29	23.62	0.47	0.78	2.34	0.86
2009	2	СЕВЕРО-КАВКАЗСКИЙ ФО	-	-	-	-	-	-	-	-	-	-
2009	2	Кабардино-Балкарская Республика	0.28	5.16	0.22	31.75	10.55	2.09	1.01	0.34	2.36	0.34
2009	2	Карачаево-Черкесская Республика	1.16	1.87	0.23	21.06	6.32	4.95	2.11	0.23	2.11	0.47
2009	2	Республика Дагестан	0.35	1.41	0.3	8.67	4.69	0.91	0.22	0.45	0.56	0.33
2009	2	Республика Ингушетия	0.0	0.0	0.0	3.4	2.0	1.14	0.8	3.2	0.6	1.0
2009	2	Республика Северная Осетия-Алания	0.18	6.41	0.14	29.61	15.37	4.73	0.85	1.42	1.28	0.43
2009	2	Ставропольский край	0.09	5.43	0.37	43.73	17.78	4.56	1.37	0.7	1.37	0.67
2009	2	Чеченская Республика	0.12	0.0	0.17	4.47	5.54	3.08	0.08	0.99	0.0	0.0
2009	3	ЦЕНТРАЛЬНЫЙ ФО	2.01	12.83	0.27	70.15	13.08	6.95	2.19	1.1	2.13	0.79
2009	3	Белгородская область	1.24	6.58	0.07	40.48	13.49	14.98	0.86	0.86	1.84	0.53
2009	3	Брянская область	3.97	7.95	0.31	60.99	13.37	2.8	0.76	1.45	1.83	0.69
2009	3	Владимирская область	1.45	10.07	0.28	76.37	10.56	7.15	1.72	1.17	2.48	0.83
2009	3	Воронежская область	0.97	8.07	0.0	59.46	8.64	2.64	1.14	0.48	1.4	0.31
2009	3	Город Москва столица Российской Федерации город федерального значения	2.15	18.15	0.09	77.16	12.94	2.01	3.06	0.71	1.08	1.09
2009	3	Ивановская область	1.72	12.69	0.65	60.95	9.54	5.26	1.48	0.74	2.5	1.39
2009	3	Калужская область	4.87	20.88	1.99	181.77	36.1	49.13	5.57	3.58	8.95	1.19
2009	3	Костромская область	1.86	12.19	0.29	41.6	12.48	5.9	1.43	1.15	3.01	0.0
2009	3	Курская область	1.82	7.14	0.43	71.92	9.2	5.55	1.03	0.95	1.55	0.26
2009	3	Липецкая область	0.0	8.56	0.26	53.3	7.53	3.31	0.34	0.86	2.4	0.34
2009	3	Московская область	1.01	10.67	0.28	58.25	12.53	4.86	2.32	1.24	2.25	0.52
2009	3	Орловская область	0.85	5.6	0.12	59.37	13.75	9.4	1.7	0.85	1.34	0.12
2009	3	Рязанская область	0.4	4.89	0.17	26.1	13.4	1.99	0.69	0.69	1.37	0.17
2009	3	Смоленская область	4.84	35.29	1.22	189.27	30.51	63.27	5.19	3.86	6.61	3.66
2009	3	Тамбовская область	5.9	3.89	0.27	37.16	16.64	1.37	0.36	0.81	1.18	0.99
2009	3	Тверская область	2.12	13.19	0.22	109.31	11.16	8.63	2.32	1.45	3.77	1.01
2009	3	Тульская область	3.53	5.11	0.06	32.18	9.77	2.42	2.23	1.53	2.49	0.45
2009	3	Ярославская область	2.3	19.01	0.23	69.13	9.96	3.0	1.6	0.84	2.21	0.23
2009	3	ЮЖНЫЙ ФО	1.59	6.51	0.25	43.72	15.56	4.67	1.2	0.78	1.58	0.26
2009	3	Астраханская область	4.0	15.99	1.3	74.14	13.19	18.07	2.0	0.6	2.0	0.9
2009	3	Волгоградская область	3.21	12.92	0.31	54.24	17.36	9.22	1.3	1.0	2.61	0.19
2009	3	Краснодарский край	1.6	3.75	0.25	40.57	19.15	2.28	0.76	0.64	1.76	0.18
2009	3	Республика Адыгея (Адыгея)	2.46	4.76	0.23	38.53	16.32	1.64	1.36	0.68	2.72	0.0
2009	3	Республика Калмыкия	4.43	7.7	1.05	31.87	20.66	1.77	1.05	0.7	2.1	0.7
2009	3	Ростовская область	1.1	10.86	0.12	76.96	17.51	4.97	1.72	0.73	1.72	0.28
2009	3	СЕВЕРО-ЗАПАДНЫЙ ФО	0.84	15.35	0.28	69.74	14.45	7.03	2.02	1.1	2.61	0.64
2009	3	Архангельская область	0.28	12.82	0.16	77.84	13.84	7.42	1.65	1.1	3.46	0.55
2009	3	Вологодская область	2.23	15.37	0.33	70.9	10.88	7.48	1.23	1.06	4.09	1.72
2009	3	Город Санкт-Петербург город федерального значения	0.35	19.24	0.33	57.05	19.24	2.87	2.82	0.81	1.34	0.53
2009	3	Калининградская область	1.25	13.01	0.11	93.24	11.2	28.67	1.6	1.28	1.92	0.43
2009	3	Ленинградская область	0.78	10.16	0.18	72.67	9.06	2.4	2.33	1.35	3.67	0.06
2009	3	Мурманская область	1.53	14.34	0.12	70.63	16.45	4.59	0.94	0.35	2.0	0.71
2009	3	Новгородская область	0.72	13.33	0.46	79.09	8.43	5.92	2.76	0.61	2.45	0.92
2009	3	Псковская область	0.99	9.07	0.28	74.72	11.06	8.09	2.27	1.56	3.83	0.57
2009	3	Республика Карелия	1.71	10.42	0.0	68.63	16.51	22.41	0.43	1.01	3.47	0.43
2009	3	Республика Коми	0.62	21.59	0.72	79.84	12.7	4.24	1.03	2.69	3.72	1.14
2009	3	ДАЛЬНЕВОСТОЧНЫЙ ФО	0.41	19.29	0.35	99.61	17.96	7.07	2.3	2.17	5.04	0.31
2009	3	Амурская область	0.42	16.9	0.34	83.03	26.45	2.52	2.64	2.87	5.4	0.0
2009	3	Еврейская автономная область	1.97	16.17	0.54	71.15	22.1	0.66	0.0	1.08	7.01	0.0
2009	3	Камчатская область	0.0	5.5	0.29	51.78	9.26	17.33	1.45	0.87	4.63	0.0
2009	3	Магаданская область	0.0	12.66	0.6	79.6	27.14	0.0	0.6	1.21	5.43	0.0
2009	3	Приморский край	0.47	22.1	0.15	115.69	17.89	4.51	3.06	2.66	4.01	0.55
2009	3	Республика Саха (Якутия)	0.14	16.19	0.95	67.69	6.83	14.94	2.21	1.68	6.73	0.21
2009	3	Сахалинская область	0.46	14.66	0.19	101.25	16.2	4.61	0.96	2.51	3.86	0.39
2009	3	Хабаровский край	0.42	25.86	0.28	128.16	21.66	8.55	2.35	1.85	5.27	0.36
2009	3	Чукотский автономный округ	0.0	0.0	0.0	37.8	13.93	10.15	0.0	1.99	7.96	0.0
2009	3	СИБИРСКИЙ ФО	0.69	20.07	0.41	88.8	20.87	8.33	2.56	1.93	5.34	0.61
2009	3	Алтайский край	0.66	14.27	0.24	76.98	18.78	6.82	1.2	1.4	3.23	0.0
2009	3	Иркутская область	0.54	30.27	0.52	88.05	15.79	1.61	3.99	3.07	7.86	1.32
2009	3	Кемеровская область	0.93	30.46	0.25	85.67	18.52	4.23	4.21	1.91	6.3	0.25
2009	3	Красноярский край	0.87	14.6	0.14	87.57	31.0	16.6	1.87	1.59	4.01	0.73
2009	3	Новосибирская область	0.49	19.31	0.23	88.14	21.29	11.9	3.23	1.1	4.55	0.76
2009	3	Омская область	0.83	11.5	0.74	72.45	19.47	6.56	2.13	1.64	2.97	0.3
2009	3	Республика Алтай	2.53	12.07	0.97	84.01	22.21	20.86	0.48	2.9	7.24	0.97
2009	3	Республика Бурятия	0.26	21.98	0.83	118.66	25.32	3.66	0.94	2.6	7.19	1.98
2009	3	Республика Тыва	0.0	8.66	2.25	33.69	26.31	3.6	1.6	3.85	14.76	0.32
2009	3	Республика Хакасия	1.36	13.96	0.37	129.55	20.85	3.4	1.12	0.74	5.77	0.56
2009	3	Томская область	0.46	22.51	0.19	108.02	20.39	16.29	1.35	0.97	3.09	0.29
2009	3	Читинская область	-	-	-	-	-	-	-	-	-	-
2009	3	УРАЛЬСКИЙ ФО	1.96	19.1	0.56	85.48	17.67	9.82	2.13	1.36	4.09	1.11
2009	3	Курганская область	1.49	10.52	0.94	66.22	17.91	5.34	1.67	1.46	3.85	2.19
2009	3	Свердловская область	1.0	22.82	0.91	90.43	15.22	12.54	2.14	1.64	4.35	0.71
2009	3	Тюменская область	2.96	15.18	0.33	83.51	27.04	11.54	2.25	0.95	4.21	1.48
2009	3	Челябинская область	2.37	20.56	0.23	86.44	11.68	6.03	2.14	1.4	3.73	0.97
2009	3	ПРИВОЛЖСКИЙ ФО	1.61	15.41	0.33	67.52	17.44	10.57	1.54	1.06	2.5	0.56
2009	3	Кировская область	1.33	9.06	0.42	55.9	5.73	3.23	0.71	0.64	2.19	0.14
2009	3	Нижегородская область	1.28	24.14	0.39	89.41	9.55	29.42	1.55	0.83	1.7	0.33
2009	3	Оренбургская область	2.05	9.11	0.38	51.58	17.84	10.12	1.18	1.23	2.64	0.38
2009	3	Пензенская область	1.68	5.76	0.79	52.66	9.8	2.93	0.72	1.01	1.66	0.22
2009	3	Пермский край	0.44	34.03	0.44	119.08	13.83	6.64	3.16	1.99	4.97	0.52
2009	3	Республика Башкортостан	3.09	9.01	0.32	57.12	13.2	9.04	1.09	1.23	3.11	0.62
2009	3	Республика Марий Эл	2.89	21.33	0.43	72.24	9.81	2.04	1.28	1.56	2.99	1.42
2009	3	Республика Мордовия	3.06	3.81	0.36	24.39	5.24	10.57	0.71	0.83	2.14	0.0
2009	3	Республика Татарстан (Татарстан)	1.11	9.17	0.19	62.88	21.87	8.57	1.09	0.74	1.54	0.72
2009	3	Самарская область	1.85	21.34	0.32	69.88	50.62	14.82	2.93	1.23	2.05	0.88
2009	3	Саратовская область	1.59	10.64	0.08	51.75	15.95	8.26	0.81	0.74	2.05	0.23
2009	3	Удмуртская Республика	0.71	27.6	0.33	84.03	14.61	2.44	2.48	0.98	4.11	1.3
2009	3	Ульяновская область	0.53	8.69	0.3	50.68	13.64	4.45	2.06	0.99	1.91	0.61
2009	3	Чувашская Республика - Чувашия	1.31	11.15	0.23	51.62	6.94	10.92	0.39	0.7	2.03	0.47
