person_id	person	income	ptype	name	transport_raw	country	prop_plot	prop_type	psize
2d1f924ce7cbcd592a03910652726b8e	Акимов О.В.	872967	_himself	Акимов О.В.	тойота	Россия		Жилой дом	61.1
486743a6af2ab0f1af08e2d7445603e9	Акжигитов Р.И.	8339914.75	_himself	Акжигитов Р.И.		Россия		квартира	47
486743a6af2ab0f1af08e2d7445603e9	Акжигитов Р.И.	120000	wife	супруга		Россия		земельный участок	1168
486743a6af2ab0f1af08e2d7445603e9	Акжигитов Р.И.	120000	wife	супруга		Россия		квартира	76.2
486743a6af2ab0f1af08e2d7445603e9	Акжигитов Р.И.	120000	wife	супруга		Россия		дача	196.7
7ddb197c466163d789b56ddda5c6f69a	Александров М.Ю.	684324.68	_himself	Александров М.Ю.	Мотоцикл Сузуки, Гидроцикл Хонда	Россия		земельный участок	1500
7ddb197c466163d789b56ddda5c6f69a	Александров М.Ю.	684324.68	_himself	Александров М.Ю.	Мотоцикл Сузуки, Гидроцикл Хонда	Россия		дом	None
7ddb197c466163d789b56ddda5c6f69a	Александров М.Ю.	684324.68	_himself	Александров М.Ю.	Мотоцикл Сузуки, Гидроцикл Хонда	Россия		квартира	None
7ddb197c466163d789b56ddda5c6f69a	Александров М.Ю.	684324.68	_himself	Александров М.Ю.	Мотоцикл Сузуки, Гидроцикл Хонда	Россия		гараж	17.5
7ddb197c466163d789b56ddda5c6f69a	Александров М.Ю.	None	wife	супруга		Россия		земельный участок	None
7ddb197c466163d789b56ddda5c6f69a	Александров М.Ю.	None	wife	супруга		Россия		жилой дом	None
7ddb197c466163d789b56ddda5c6f69a	Александров М.Ю.	None	wife	супруга		Россия		квартира	None
7ddb197c466163d789b56ddda5c6f69a	Александров М.Ю.	None	wife	супруга		Россия		дача	None
643745469231efb442bf503b06aadff0	Андросенко Н.Н.	913656	wife	супруга		Россия		земельный участок	1200
643745469231efb442bf503b06aadff0	Андросенко Н.Н.	913656	wife	супруга		Россия		дом	150
5feec5ce3a74d822ca5ea8d02ab9796c	Ахлестин В.Ф.	2085440	_himself	Ахлестин В.Ф.		Россия		Земельный участок	1000
5feec5ce3a74d822ca5ea8d02ab9796c	Ахлестин В.Ф.	2085440	_himself	Ахлестин В.Ф.		Россия		Земельный участок	1500
5feec5ce3a74d822ca5ea8d02ab9796c	Ахлестин В.Ф.	2085440	_himself	Ахлестин В.Ф.		Россия		квартира	None
5feec5ce3a74d822ca5ea8d02ab9796c	Ахлестин В.Ф.	2085440	_himself	Ахлестин В.Ф.		Россия		гараж	21.6
5feec5ce3a74d822ca5ea8d02ab9796c	Ахлестин В.Ф.	248995.28	wife	супруга		Россия		Земельный участок	1050
5feec5ce3a74d822ca5ea8d02ab9796c	Ахлестин В.Ф.	248995.28	wife	супруга		Россия		квартира	None
94eae019538223203cf4681cea8fce47	Антонов И.А.	554103	_himself	Антонов И.А.		Россия		Земельный участок	2000
94eae019538223203cf4681cea8fce47	Антонов И.А.	554103	_himself	Антонов И.А.		Россия		Земельный участок	1500
94eae019538223203cf4681cea8fce47	Антонов И.А.	554103	_himself	Антонов И.А.		Россия		Земельный участок под ИЖС продан по договору купли-продажи от 24.11.09	1500
94eae019538223203cf4681cea8fce47	Антонов И.А.	554103	_himself	Антонов И.А.		Россия		Квартира	None
94eae019538223203cf4681cea8fce47	Антонов И.А.	343033	wife	супруга		Россия		Квартира	None
94eae019538223203cf4681cea8fce47	Антонов И.А.	4400	son	сын		Россия		Квартира	None
0d0a7def19e5b2aab365bda01a0404c3	Антонов П.Н.	540.407	wife	супруга		Россия		Земельный участок	880
0d0a7def19e5b2aab365bda01a0404c3	Антонов П.Н.	540.407	wife	супруга		Россия		Жилой дом	180
0d0a7def19e5b2aab365bda01a0404c3	Антонов П.Н.	540.407	wife	супруга		Россия		Квартира	None
0d0a7def19e5b2aab365bda01a0404c3	Антонов П.Н.	540.407	wife	супруга		Россия		Гараж	20.3
0d0a7def19e5b2aab365bda01a0404c3	Антонов П.Н.	540.407	wife	супруга		Россия		Земельный участок (аренда)	700
1c6324ca0c1fcc20abc42a3fbfdbfa1f	Александров А.А.	889678.57	wife	супруга	Автомобиль легк. Хендай Акцент	Россия		Земельный участок	1000
1c6324ca0c1fcc20abc42a3fbfdbfa1f	Александров А.А.	889678.57	wife	супруга	Автомобиль легк. Хендай Акцент	Россия		Земельный участок	1000
1c6324ca0c1fcc20abc42a3fbfdbfa1f	Александров А.А.	889678.57	wife	супруга	Автомобиль легк. Хендай Акцент	Россия		Квартира	38
e8c6305f57d96ee0ea4dde701eb7f46f	Азаров С.М.	846882.46	_himself	Азаров С.М.		Россия		квартира	44.6
e8c6305f57d96ee0ea4dde701eb7f46f	Азаров С.М.	846882.46	_himself	Азаров С.М.		Россия		квартира	63.02
e8c6305f57d96ee0ea4dde701eb7f46f	Азаров С.М.	790648.59	wife	супруга		Россия		комната	17
e8c6305f57d96ee0ea4dde701eb7f46f	Азаров С.М.	None	son	сын		Россия		квартира	None
e8c6305f57d96ee0ea4dde701eb7f46f	Азаров С.М.	None	son	сын		Россия		квартира	None
5db4215183feabc49c550a3d408b17cb	Асямолов А.А.	681116.95	_himself	Асямолов А.А.		Россия		Квартира	None
5db4215183feabc49c550a3d408b17cb	Асямолов А.А.	240945.71	wife	супруга		Россия		Квартира 1/3 доля	57
19c833759527bf799456a94c47445860	Андреев В.Л.	975467	_himself	Андреев В.Л.	Фольсваген гольф вариант	Россия		Квартира социальный найм	65.8
19c833759527bf799456a94c47445860	Андреев В.Л.	975467	_himself	Андреев В.Л.	Фольсваген гольф вариант	Россия		Земельный участок аренда	1531
19c833759527bf799456a94c47445860	Андреев В.Л.	250299	wife	супруга		Россия		Гараж безвозмездное пользование	23
cd42efaa92ed8b4666d1531d0dac0ba0	Афанасьев Г.А.	1081348	_himself	Афанасьев Г.А.	Шкода Октавиа Тур Газ 69	Россия		Земельный участок	1978
cd42efaa92ed8b4666d1531d0dac0ba0	Афанасьев Г.А.	1081348	_himself	Афанасьев Г.А.	Шкода Октавиа Тур Газ 69	Россия		Жилой дом	53.6
cd42efaa92ed8b4666d1531d0dac0ba0	Афанасьев Г.А.	1081348	_himself	Афанасьев Г.А.	Шкода Октавиа Тур Газ 69	Россия		Квартира	None
cd42efaa92ed8b4666d1531d0dac0ba0	Афанасьев Г.А.	1081348	_himself	Афанасьев Г.А.	Шкода Октавиа Тур Газ 69	Россия		Земельный участок	2500
cd42efaa92ed8b4666d1531d0dac0ba0	Афанасьев Г.А.	226252	wife	супруга		Россия		Квартира	None
68615a40244696ac74c8c7a11e97f4c6	Алексеев А.В.	767461.07	_himself	Алексеев А.В.	Toyota RAV 4	Россия		Земельный участок	600
68615a40244696ac74c8c7a11e97f4c6	Алексеев А.В.	767461.07	_himself	Алексеев А.В.	Toyota RAV 4	Россия		Квартира	46.5
68615a40244696ac74c8c7a11e97f4c6	Алексеев А.В.	767461.07	_himself	Алексеев А.В.	Toyota RAV 4	Россия		дача	147
68615a40244696ac74c8c7a11e97f4c6	Алексеев А.В.	317504.27	wife	супруга		Россия		квартира	33.4
a1f5db61f1df10cf09df4e75668e1982	Арсентьев Ю.В.	148960.23	wife	супруга	Дайхатсу Териос	Россия		Жилой дом	148.3
a1f5db61f1df10cf09df4e75668e1982	Арсентьев Ю.В.	148960.23	wife	супруга	Дайхатсу Териос	Россия		Квартира	None
1e238600a730e00f442b79eec8579a0a	Андрианова Т.Н.	846279	_himself	Андрианова Т.Н.	Автомобиль ВАЗ-2104	Россия		Квартира	72.4
1e238600a730e00f442b79eec8579a0a	Андрианова Т.Н.	846279	_himself	Андрианова Т.Н.	Автомобиль ВАЗ-2104	Россия		Дом	56.2
1e238600a730e00f442b79eec8579a0a	Андрианова Т.Н.	846279	_himself	Андрианова Т.Н.	Автомобиль ВАЗ-2104	Россия		Участок	1200
f6f312375ac55ef0fd854eb02e447215	Акалелов К.Б.	1119348.71	_himself	Акалелов К.Б.		Россия		Квартира (служебная)	41.5
f6f312375ac55ef0fd854eb02e447215	Акалелов К.Б.	None	wife	супруга	Киа карнивал	Россия		Квартира	33.8
f6f312375ac55ef0fd854eb02e447215	Акалелов К.Б.	None	wife	супруга	Киа карнивал	Россия		Квартира	67.8
dd95f42db8a53f4b2b46053ad12a6022	Бабнин Р.В.	2655456.8	_himself	Бабнин Р.В.		Россия		Квартира	None
dd95f42db8a53f4b2b46053ad12a6022	Бабнин Р.В.	671627.72	wife	супруга		Россия		Квартира	71
e6e1d3375327265368662b25e0d4eb6f	Белоцерковный В.А.	1300268.71	_himself	Белоцерковный В.А.	Ленд крузер Прадо Лендровер фрилендер	Россия		Земельный участок (аренда)	1500
e6e1d3375327265368662b25e0d4eb6f	Белоцерковный В.А.	1300268.71	_himself	Белоцерковный В.А.	Ленд крузер Прадо Лендровер фрилендер	Россия		Квартира	None
570756ad4c1b8f8b3ed5649379b0790b	Бушуев А.В.	817824.73	_himself	Бушуев А.В.	Ниссан X-TRAIL	Россия		Дача	9
570756ad4c1b8f8b3ed5649379b0790b	Бушуев А.В.	817824.73	_himself	Бушуев А.В.	Ниссан X-TRAIL	Россия		гараж	18
570756ad4c1b8f8b3ed5649379b0790b	Бушуев А.В.	800000	wife	супруга		Россия		Земельный участок	965
570756ad4c1b8f8b3ed5649379b0790b	Бушуев А.В.	800000	wife	супруга		Россия		Земельный участок	400
570756ad4c1b8f8b3ed5649379b0790b	Бушуев А.В.	800000	wife	супруга		Россия		Жилой дом	240
570756ad4c1b8f8b3ed5649379b0790b	Бушуев А.В.	800000	wife	супруга		Россия		Жилой дом	40
ea2c326ed5395720b527bc1791a68c2d	Боронин А.Н.	None	wife	супруга		Россия		Квартира	61.1
ea2c326ed5395720b527bc1791a68c2d	Боронин А.Н.	None	wife	супруга		Россия		квартира	49.4
c8c28d5ceae68a7783d8ae77aae30242	Болтнев А.Н.	926584.9	_himself	Болтнев А.Н.		Россия		квартира	None
c8c28d5ceae68a7783d8ae77aae30242	Болтнев А.Н.	926584.9	_himself	Болтнев А.Н.		Россия		квартира	None
c8c28d5ceae68a7783d8ae77aae30242	Болтнев А.Н.	230980.25	wife	супруга		Россия		Земельный участок	700
c8c28d5ceae68a7783d8ae77aae30242	Болтнев А.Н.	230980.25	wife	супруга		Россия		Квартира	30.2
c8c28d5ceae68a7783d8ae77aae30242	Болтнев А.Н.	230980.25	wife	супруга		Россия		Гараж	25
80416803ea504afda2f8f8947870cc12	Борзенко С.В.	1049678.33	_himself	Борзенко С.В.		Россия		Квартира (долевая)	15.8
80416803ea504afda2f8f8947870cc12	Борзенко С.В.	1049678.33	_himself	Борзенко С.В.		Россия		Садовый земельный участок (бессрочное пользование)	650
80416803ea504afda2f8f8947870cc12	Борзенко С.В.	1125194.6	wife	супруга		Россия		Земельный участок	1554
80416803ea504afda2f8f8947870cc12	Борзенко С.В.	1125194.6	wife	супруга		Россия		Жилой дом	120
80416803ea504afda2f8f8947870cc12	Борзенко С.В.	1125194.6	wife	супруга		Россия		Квартира	15.8
80416803ea504afda2f8f8947870cc12	Борзенко С.В.	1125194.6	wife	супруга		Россия		Квартира	32
3a3aa377fab1f720be2ad9c0d8a04eea	Бурцев В.Н.	725575.42	_himself	Бурцев В.Н.		Россия		квартира	75
3a3aa377fab1f720be2ad9c0d8a04eea	Бурцев В.Н.	725575.42	_himself	Бурцев В.Н.		Россия		Гараж	None
3a3aa377fab1f720be2ad9c0d8a04eea	Бурцев В.Н.	422480.97	wife	супруга		Россия		квартира	75.9
3a3aa377fab1f720be2ad9c0d8a04eea	Бурцев В.Н.	422480.97	wife	супруга		Россия		Гараж	None
b03f0a108808ab94975b6484f27e4fda	Банник В.Б.	2828508.91	_himself	Банник В.Б.	ВАЗ 111130 Ауди 100	Россия		квартиры	None
b03f0a108808ab94975b6484f27e4fda	Банник В.Б.	292425.98	wife	супруга		Россия		квартиры	None
b01e87707da101ae471941718e19930c	Бекишев Р.Х.	850049	_himself	Бекишев Р.Х.		Россия		Участок	854
b01e87707da101ae471941718e19930c	Бекишев Р.Х.	850049	_himself	Бекишев Р.Х.		Россия		Дом	240
b01e87707da101ae471941718e19930c	Бекишев Р.Х.	850049	_himself	Бекишев Р.Х.		Россия		квартиры	None
b01e87707da101ae471941718e19930c	Бекишев Р.Х.	84308	wife	супруга		Россия		Квартиры	None
b01e87707da101ae471941718e19930c	Бекишев Р.Х.	84308	wife	супруга		Россия		Гараж	22
b01e87707da101ae471941718e19930c	Бекишев Р.Х.	84308	wife	супруга		Россия		Нежилое помещение	44
c071528d294d1bb8e2640123bb939a57	Белов Н.Г.	1635954	_himself	Белов Н.Г.		Россия		Квартира	72
c071528d294d1bb8e2640123bb939a57	Белов Н.Г.	1635954	_himself	Белов Н.Г.		Россия		Дача	835
47c11558de60796f85d8acf20a81345b	Байбурин М.Р.	628157.72	_himself	Байбурин М.Р.		Россия		земельный участок 1	2022
72754ae0cb0d05e674332252cb9008f8	Безукладов С.А.	1628737.76	_himself	Безукладов С.А.	Легковой автомобиль,ВАЗ-21111	Россия		Квартира (договор найма)	53.2
72754ae0cb0d05e674332252cb9008f8	Безукладов С.А.	1628737.76	_himself	Безукладов С.А.	Легковой автомобиль,ВАЗ-21111	Россия		земельный участок	800
c37151c96d9d7c916a1def22cdac4271	Бородкин С.Б.	2044424.24	_himself	Бородкин С.Б.		Россия		квартира	53.4
c37151c96d9d7c916a1def22cdac4271	Бородкин С.Б.	2044424.24	_himself	Бородкин С.Б.		Россия		квартира	None
27e53f5842f117be102ca3bc075a4d09	Булгаков О.М.	796736.7	_himself	Булгаков О.М.		Россия		Квартира	71.8
27e53f5842f117be102ca3bc075a4d09	Булгаков О.М.	796736.7	_himself	Булгаков О.М.		Россия		квартира	54.1
ca7315595dea07c83600cb557bc95ac0	Балбуцкий А.В.	1299186.64	_himself	Балбуцкий А.В.	Автомобиль Хонда CR-V	Россия		Квартира	39.5
ca7315595dea07c83600cb557bc95ac0	Балбуцкий А.В.	1299186.64	_himself	Балбуцкий А.В.	Автомобиль Хонда CR-V	Россия		Гараж	32
ca7315595dea07c83600cb557bc95ac0	Балбуцкий А.В.	384860.31	wife	супруга	Автомобиль «Рено-клио»	Россия		Земельный участок	500
ca7315595dea07c83600cb557bc95ac0	Балбуцкий А.В.	384860.31	wife	супруга	Автомобиль «Рено-клио»	Россия		Квартира	39.5
ca7315595dea07c83600cb557bc95ac0	Балбуцкий А.В.	384860.31	wife	супруга	Автомобиль «Рено-клио»	Россия		дача	36
ca7315595dea07c83600cb557bc95ac0	Балбуцкий А.В.	9240	daughter	дочь		Россия		Квартира	39.5
c61fb0cca8fcf8651a03e7f98a970f21	Блохин О.В.	1126711.56	_himself	Блохин О.В.	Автомобиль «Хендай- таксон»	Россия		Земельный участок	2017
c61fb0cca8fcf8651a03e7f98a970f21	Блохин О.В.	1126711.56	_himself	Блохин О.В.	Автомобиль «Хендай- таксон»	Россия		Квартира	41.1
c61fb0cca8fcf8651a03e7f98a970f21	Блохин О.В.	416186.19	wife	супруга		Россия		Квартира	41.1
c61fb0cca8fcf8651a03e7f98a970f21	Блохин О.В.	416186.19	wife	супруга		Россия		квартира	22.6
348dd46d1aeda6b1528fb39666427013	Бобров О.А.	1035018.58	_himself	Бобров О.А.	Автомобиль Ауди А6	Россия		квартира	32.33
348dd46d1aeda6b1528fb39666427013	Бобров О.А.	434789.72	wife	супруга		Россия		квартира	32.33
348dd46d1aeda6b1528fb39666427013	Бобров О.А.	None	son	сын		Россия		квартира	32.333
479105a68aeadbc5e1d1e5e8f0cc8d37	Бояркин И.В.	1229988	_himself	Бояркин И.В.	Автомобиль «УАЗ 31512» Автомобиль «Тойота серф»	Россия		квартира	66.6
479105a68aeadbc5e1d1e5e8f0cc8d37	Бояркин И.В.	1229988	_himself	Бояркин И.В.	Автомобиль «УАЗ 31512» Автомобиль «Тойота серф»	Россия		Гараж	17.6
479105a68aeadbc5e1d1e5e8f0cc8d37	Бояркин И.В.	1229988	_himself	Бояркин И.В.	Автомобиль «УАЗ 31512» Автомобиль «Тойота серф»	Россия		Гараж	24
479105a68aeadbc5e1d1e5e8f0cc8d37	Бояркин И.В.	1229988	_himself	Бояркин И.В.	Автомобиль «УАЗ 31512» Автомобиль «Тойота серф»	Россия		Земельный участок	1000
479105a68aeadbc5e1d1e5e8f0cc8d37	Бояркин И.В.	830896	wife	супруга		Россия		Квартира	27.9
479105a68aeadbc5e1d1e5e8f0cc8d37	Бояркин И.В.	830896	wife	супруга		Россия		квартира	36.6
5488fc71b9e6d055a8230514041792b1	Бутраков И.А.	1006781	_himself	Бутраков И.А.		Россия		Земельный участок	100000
5488fc71b9e6d055a8230514041792b1	Бутраков И.А.	1006781	_himself	Бутраков И.А.		Россия		Гараж	18
263fbc4690ec44f751a3a7c56a7a44dc	Бутков А.В.	857108.55	_himself	Бутков А.В.	Нисан Максима Шевроле Трейлблейзер	Россия		Земельный участок	250
263fbc4690ec44f751a3a7c56a7a44dc	Бутков А.В.	857108.55	_himself	Бутков А.В.	Нисан Максима Шевроле Трейлблейзер	Россия		Дача	None
263fbc4690ec44f751a3a7c56a7a44dc	Бутков А.В.	None	daughter	дочь		Россия		Земельный участок	550
263fbc4690ec44f751a3a7c56a7a44dc	Бутков А.В.	None	daughter	дочь		Россия		квартира	65.6
d6e1c5e7c20afc27ca074ce144619e2c	Богданов Н.Н.	888582.68	_himself	Богданов Н.Н.	Тойота Карина Мицубиси Лансер	Россия		Земельный участок	18
d6e1c5e7c20afc27ca074ce144619e2c	Богданов Н.Н.	888582.68	_himself	Богданов Н.Н.	Тойота Карина Мицубиси Лансер	Россия		квартира	29.1
b9e3648e293083809a4385e730ff3458	Бенузаров Х.И.	545940	_himself	Бенузаров Х.И.	Опель	Россия		квартира	37
b9e3648e293083809a4385e730ff3458	Бенузаров Х.И.	None	wife	супруга		None		Земельный участок	34.3
5b8cfe8b5043c4c500845fc0b857303d	Бугай В.В.	559841.8	_himself	Бугай В.В.	ВАЗ 21140	None		Зем. участок	2000
5b8cfe8b5043c4c500845fc0b857303d	Бугай В.В.	559841.8	_himself	Бугай В.В.	ВАЗ 21140	None		Квартира	70
5b8cfe8b5043c4c500845fc0b857303d	Бугай В.В.	559841.8	_himself	Бугай В.В.	ВАЗ 21140	None		Дом	60
90eeffe0555bfebf6d87daf28867ef13	Билык Р.П.	1477422	_himself	Билык Р.П.	Сузуки витара Ваз 210111	Россия		Квартира	90.2
8b7923a7b9840d89889731c945f9f2f7	Блохин О.К.	1086232.4	_himself	Блохин О.К.	Фольксваген джетта Ваз 21201	Россия		Квартира	83.7
8b7923a7b9840d89889731c945f9f2f7	Блохин О.К.	1086232.4	_himself	Блохин О.К.	Фольксваген джетта Ваз 21201	Россия		Гараж	22.1
8b7923a7b9840d89889731c945f9f2f7	Блохин О.К.	552460.95	wife	супруга		Россия		Земельный участок	1543
8b7923a7b9840d89889731c945f9f2f7	Блохин О.К.	552460.95	wife	супруга		Россия		Дом	46.5
8b7923a7b9840d89889731c945f9f2f7	Блохин О.К.	552460.95	wife	супруга		Россия		Квартира	83.7
8b7923a7b9840d89889731c945f9f2f7	Блохин О.К.	552460.95	wife	супруга		Россия		Дача	0.064
e7dd2084e7a80b3b984e993ab61c362d	Борщев О.Б.	2126459	_himself	Борщев О.Б.		Россия		Квартира	50.9
e7dd2084e7a80b3b984e993ab61c362d	Борщев О.Б.	2126459	_himself	Борщев О.Б.		Россия		Квартира	37
e7dd2084e7a80b3b984e993ab61c362d	Борщев О.Б.	2126459	_himself	Борщев О.Б.		Россия		Квартира	None
1b429735010e34d1d51d773fb6e19906	Булгаков Б.Ф.	545416.6	_himself	Булгаков Б.Ф.		Россия		Квартира	115.3
1b429735010e34d1d51d773fb6e19906	Булгаков Б.Ф.	28300	wife	супруга	Фрилендер	Россия		Земельный участок	1490
1b429735010e34d1d51d773fb6e19906	Булгаков Б.Ф.	28300	wife	супруга	Фрилендер	Россия		Земельный участок	681
1b429735010e34d1d51d773fb6e19906	Булгаков Б.Ф.	28300	wife	супруга	Фрилендер	Россия		Дом	219
1b429735010e34d1d51d773fb6e19906	Булгаков Б.Ф.	28300	wife	супруга	Фрилендер	Россия		Дом	410
1b429735010e34d1d51d773fb6e19906	Булгаков Б.Ф.	28300	wife	супруга	Фрилендер	Россия		Нежилое помещение	42.3
14af7e4917fcec6adafb38e2b40b55ca	Быстров А.Н.	588228.96	_himself	Быстров А.Н.	Ваз 21060	Россия		Земельный участок	1390
14af7e4917fcec6adafb38e2b40b55ca	Быстров А.Н.	588228.96	_himself	Быстров А.Н.	Ваз 21060	Россия		Дом	25.6
14af7e4917fcec6adafb38e2b40b55ca	Быстров А.Н.	588228.96	_himself	Быстров А.Н.	Ваз 21060	Россия		Гараж	24
14af7e4917fcec6adafb38e2b40b55ca	Быстров А.Н.	56000	wife	супруга		Россия		Квартира	70.7
87b50cdedb1b9f9ba3d6490ae11b6061	Бобиа Ю.В.	835067.8	_himself	Бобиа Ю.В.		Россия		Квартира	None
87b50cdedb1b9f9ba3d6490ae11b6061	Бобиа Ю.В.	None	son	сын		Россия		Квартира	None
84d12cb15f703c7ea6798a7652484370	Батанов Е.Б.	None	son	сын		Россия		земельный участок	661
84d12cb15f703c7ea6798a7652484370	Батанов Е.Б.	None	son	сын		Россия		трёхкомнатный дом	39.4
0145696814193e99ad6bf3b76dc07b25	Бобылёв О.Г.	988731.55	_himself	Бобылёв О.Г.	Хонда	Россия		квартира	59.9
0145696814193e99ad6bf3b76dc07b25	Бобылёв О.Г.	508327.91	wife	супруга		Россия		Земельный участок	25
