person_id	person	income	ptype	name	transport_raw
b03f0a108808ab94975b6484f27e4fda	Банник В.Б.	2828508.91	_himself	Банник В.Б.	ВАЗ 111130 Ауди 100
b03f0a108808ab94975b6484f27e4fda	Банник В.Б.	292425.98	wife	супруга	
b01e87707da101ae471941718e19930c	Бекишев Р.Х.	850049	_himself	Бекишев Р.Х.	
b01e87707da101ae471941718e19930c	Бекишев Р.Х.	84308	wife	супруга	
c071528d294d1bb8e2640123bb939a57	Белов Н.Г.	1635954	_himself	Белов Н.Г.	
c071528d294d1bb8e2640123bb939a57	Белов Н.Г.	240000	wife	супруга	
47c11558de60796f85d8acf20a81345b	Байбурин М.Р.	628157.72	_himself	Байбурин М.Р.	
72754ae0cb0d05e674332252cb9008f8	Безукладов С.А.	1628737.76	_himself	Безукладов С.А.	Легковой автомобиль,ВАЗ-21111
c37151c96d9d7c916a1def22cdac4271	Бородкин С.Б.	2044424.24	_himself	Бородкин С.Б.	
27e53f5842f117be102ca3bc075a4d09	Булгаков О.М.	796736.7	_himself	Булгаков О.М.	
27e53f5842f117be102ca3bc075a4d09	Булгаков О.М.	344396.56	wife	супруга	
ca7315595dea07c83600cb557bc95ac0	Балбуцкий А.В.	1299186.64	_himself	Балбуцкий А.В.	Автомобиль Хонда CR-V
ca7315595dea07c83600cb557bc95ac0	Балбуцкий А.В.	384860.31	wife	супруга	Автомобиль «Рено-клио»
ca7315595dea07c83600cb557bc95ac0	Балбуцкий А.В.	9240	daughter	дочь	
c61fb0cca8fcf8651a03e7f98a970f21	Блохин О.В.	1126711.56	_himself	Блохин О.В.	Автомобиль «Хендай- таксон»
c61fb0cca8fcf8651a03e7f98a970f21	Блохин О.В.	416186.19	wife	супруга	
348dd46d1aeda6b1528fb39666427013	Бобров О.А.	1035018.58	_himself	Бобров О.А.	Автомобиль Ауди А6
348dd46d1aeda6b1528fb39666427013	Бобров О.А.	434789.72	wife	супруга	
348dd46d1aeda6b1528fb39666427013	Бобров О.А.	None	son	сын	
479105a68aeadbc5e1d1e5e8f0cc8d37	Бояркин И.В.	1229988	_himself	Бояркин И.В.	Автомобиль «УАЗ 31512» Автомобиль «Тойота серф»
479105a68aeadbc5e1d1e5e8f0cc8d37	Бояркин И.В.	830896	wife	супруга	
5488fc71b9e6d055a8230514041792b1	Бутраков И.А.	1006781	_himself	Бутраков И.А.	
5488fc71b9e6d055a8230514041792b1	Бутраков И.А.	144000	wife	супруга	
263fbc4690ec44f751a3a7c56a7a44dc	Бутков А.В.	857108.55	_himself	Бутков А.В.	Нисан Максима Шевроле Трейлблейзер
263fbc4690ec44f751a3a7c56a7a44dc	Бутков А.В.	1085506.19	wife	супруга	
263fbc4690ec44f751a3a7c56a7a44dc	Бутков А.В.	None	daughter	дочь	
d6e1c5e7c20afc27ca074ce144619e2c	Богданов Н.Н.	888582.68	_himself	Богданов Н.Н.	Тойота Карина Мицубиси Лансер
d6e1c5e7c20afc27ca074ce144619e2c	Богданов Н.Н.	210900	wife	супруга	
e47ff9f49ddbe1bd89f2e1d087f36449	Батоев А.С.	666775	_himself	Батоев А.С.	
b9e3648e293083809a4385e730ff3458	Бенузаров Х.И.	545940	_himself	Бенузаров Х.И.	Опель
b9e3648e293083809a4385e730ff3458	Бенузаров Х.И.	None	wife	супруга	
5b8cfe8b5043c4c500845fc0b857303d	Бугай В.В.	559841.8	_himself	Бугай В.В.	ВАЗ 21140
5b8cfe8b5043c4c500845fc0b857303d	Бугай В.В.	61395.22	wife	супруга	
90eeffe0555bfebf6d87daf28867ef13	Билык Р.П.	1477422	_himself	Билык Р.П.	Сузуки витара Ваз 210111
8b7923a7b9840d89889731c945f9f2f7	Блохин О.К.	1086232.4	_himself	Блохин О.К.	Фольксваген джетта Ваз 21201
8b7923a7b9840d89889731c945f9f2f7	Блохин О.К.	552460.95	wife	супруга	
5e1e734171ed2c5bdee55f4dec90b150	Белозерцов А.Н.	2050897	_himself	Белозерцов А.Н.	
e7dd2084e7a80b3b984e993ab61c362d	Борщев О.Б.	2126459	_himself	Борщев О.Б.	
1b429735010e34d1d51d773fb6e19906	Булгаков Б.Ф.	545416.6	_himself	Булгаков Б.Ф.	
1b429735010e34d1d51d773fb6e19906	Булгаков Б.Ф.	28300	wife	супруга	Фрилендер
14af7e4917fcec6adafb38e2b40b55ca	Быстров А.Н.	588228.96	_himself	Быстров А.Н.	Ваз 21060
14af7e4917fcec6adafb38e2b40b55ca	Быстров А.Н.	56000	wife	супруга	
87b50cdedb1b9f9ba3d6490ae11b6061	Бобиа Ю.В.	835067.8	_himself	Бобиа Ю.В.	
87b50cdedb1b9f9ba3d6490ae11b6061	Бобиа Ю.В.	None	wife	супруга	Автомобиль Вольво XC70
87b50cdedb1b9f9ba3d6490ae11b6061	Бобиа Ю.В.	None	son	сын	
84d12cb15f703c7ea6798a7652484370	Батанов Е.Б.	813110	_himself	Батанов Е.Б.	
84d12cb15f703c7ea6798a7652484370	Батанов Е.Б.	None	son	сын	
0145696814193e99ad6bf3b76dc07b25	Бобылёв О.Г.	988731.55	_himself	Бобылёв О.Г.	Хонда
0145696814193e99ad6bf3b76dc07b25	Бобылёв О.Г.	508327.91	wife	супруга	
ec1e79a1d980264d5c1b3825ee82d7f7	Богомолов П.В.	566803.38	_himself	Богомолов П.В.	
ec1e79a1d980264d5c1b3825ee82d7f7	Богомолов П.В.	120000	wife	супруга	Мицубиси-паджеро
d0ff55c716da37ba862af48132633263	Боженок С.Я.	793348	_himself	Боженок С.Я.	
d0ff55c716da37ba862af48132633263	Боженок С.Я.	1234671	wife	супруга	
578f228a9765f63119101ca977c4be48	Брежнев Ю.И.	855366.4	_himself	Брежнев Ю.И.	
578f228a9765f63119101ca977c4be48	Брежнев Ю.И.	673547.93	wife	супруга	
a1b190bfe1d62afd886356babc08c88b	Бучнев Е.А.	679272.5	_himself	Бучнев Е.А.	
de74c926778eacc5ba9a34fca315913b	Белевцов С.Н.	1972956.48	_himself	Белевцов С.Н.	
de74c926778eacc5ba9a34fca315913b	Белевцов С.Н.	None	daughter	дочь	
43426481cfd8237a9ac4190e3f27a875	Болотов А.В.	1076539.26	_himself	Болотов А.В.	Автомобиль легковой УАЗ 2206 Автоприцеп МЗСА 817711 Мототранспортные средства: Мотовездеход CAN-AM OUTLANDER MAX XT 800-HO SK1DOO Снегоход SKAND K SWT Y-800
43426481cfd8237a9ac4190e3f27a875	Болотов А.В.	None	daughter	дочь	
9a5eb555723d3399218badbcdef58bb8	Бабчук П.В.	580554.59	_himself	Бабчук П.В.	Форд фокус
9a5eb555723d3399218badbcdef58bb8	Бабчук П.В.	18168.93	wife	супруга	
12c5ae5393b4c0cd2825f3fa8e81939c	Бжунаев М.Н.	787523.16	_himself	Бжунаев М.Н.	Тойота Лексус SC 300 седан
12c5ae5393b4c0cd2825f3fa8e81939c	Бжунаев М.Н.	304276.64	wife	супруга	
12c5ae5393b4c0cd2825f3fa8e81939c	Бжунаев М.Н.	None	son	сын	
3a4b27dbc789cb5cf8a1d26feddaefb0	Батурин Г.А.	698448.13	_himself	Батурин Г.А.	
3a4b27dbc789cb5cf8a1d26feddaefb0	Батурин Г.А.	None	wife	супруга	
325ef515687fd791ed57d262ec9c3b14	Белинский В.В.	896051.51	_himself	Белинский В.В.	
3e7b40e241e1f9721adaaf11419b4922	Бирючков Е.В.	1035834.28	_himself	Бирючков Е.В.	
3e7b40e241e1f9721adaaf11419b4922	Бирючков Е.В.	404152.07	wife	супруга	
3e7b40e241e1f9721adaaf11419b4922	Бирючков Е.В.	None	son	сын	
4bc9c68ee3c5c813b7f8a2da47c72915	Бугаев С.В.	843657.61	_himself	Бугаев С.В.	
4bc9c68ee3c5c813b7f8a2da47c72915	Бугаев С.В.	545581.37	wife	супруга	
f083ff3c52fedda778549b70e24aaa08	Бабин В.Р.	672860.47	_himself	Бабин В.Р.	Лада 217030
f083ff3c52fedda778549b70e24aaa08	Бабин В.Р.	103120	wife	супруга	
f083ff3c52fedda778549b70e24aaa08	Бабин В.Р.	4000	son	сын	
9e805dd336750dd4fd2ac8ea1caaf526	Беспалов А.П.	1539076.14	_himself	Беспалов А.П.	
9e805dd336750dd4fd2ac8ea1caaf526	Беспалов А.П.	440752.06	wife	супруга	
c976e9bb20f63a0add3f4ed83c08ed8a	Ботлунг И.И.	691620.53	_himself	Ботлунг И.И.	Автомобиль легк. Ленд-Ровер Квадроцикл
c976e9bb20f63a0add3f4ed83c08ed8a	Ботлунг И.И.	1300000	wife	супруга	Автомобиль легк. Ауди А-6
d73c9d0561b045ce637bc8fd6caf1b15	Буховец А.В.	901233.4	_himself	Буховец А.В.	
d73c9d0561b045ce637bc8fd6caf1b15	Буховец А.В.	355358.71	wife	супруга	TOYOTA-CORONA
fe9805e9f90cf5a8834b7b40937a36c5	Бунакова О.А.	1163938.63	_himself	Бунакова О.А.	
dcf476868f66aaa67b83bb9919a0fd88	Букия В.Д.	1119911.91	_himself	Букия В.Д.	Тойота корона
dcf476868f66aaa67b83bb9919a0fd88	Букия В.Д.	408931.36	wife	супруга	
5ddcf758b0a0710e5de4c9af8db37799	Бабушкин М.А.	660540.7	_himself	Бабушкин М.А.	MISSAN PATHFINDER
5ddcf758b0a0710e5de4c9af8db37799	Бабушкин М.А.	236457.8	wife	супруга	
20147ab9451047eecda821a3b52baa9e	Березуев М.Н.	1147635.86	_himself	Березуев М.Н.	
0ebca9faadc01f6c6bcdb0c110b5c0d5	Бочманов А.В.	415518	_himself	Бочманов А.В.	
3cf7cfdc62c78917cd55d6b15688fb95	Благов Г.И.	1441292.8	_himself	Благов Г.И.	
3cf7cfdc62c78917cd55d6b15688fb95	Благов Г.И.	None	wife	супруга	
4ff322e729a01a42facd430831b3303c	Беспалов В.И.	1432491.22	_himself	Беспалов В.И.	Автомобиль Ленд Крузер
4ff322e729a01a42facd430831b3303c	Беспалов В.И.	816033.14	wife	супруга	
67442a914b2d4839e7e70634f1c2df8e	Батяев А.М.	851697	_himself	Батяев А.М.	Автомобиль Ауди-80
33ed49b8c90b9bd308eeaafb553ea6bb	Буянов А.В.	1022490	_himself	Буянов А.В.	Автомобиль Нисан-примьера
33ed49b8c90b9bd308eeaafb553ea6bb	Буянов А.В.	None	wife	супруга	
f82cc1bb4ea59dbd1df28edc4b749c0f	Боченков М.П.	1358291.96	_himself	Боченков М.П.	Тойота Марк 2
f82cc1bb4ea59dbd1df28edc4b749c0f	Боченков М.П.	465866.16	wife	супруга	
f82cc1bb4ea59dbd1df28edc4b749c0f	Боченков М.П.	None	daughter	дочь	
3bf81f3ecd902866a2903f45620b7d74	Васильев В.И.	1431768	_himself	Васильев В.И.	Автомобиль легковой Опель «Астра»
3bf81f3ecd902866a2903f45620b7d74	Васильев В.И.	597602	wife	супруга	
bd0f7a296c2902b3fa4ce76bc8e3e5b2	Вертебный Л.Е.	907118.1	_himself	Вертебный Л.Е.	Форд-Фокус, Форд-Куга
f701b11fba13774066ef9b6fde0c587e	Васютович А.Л.	873478	_himself	Васютович А.Л.	
152f2bca57f90c56eb977e0784f325ef	Вороненко В.И.	594882.24	_himself	Вороненко В.И.	
e442a01c08d3a1302abccfb53e3763ad	Векленко С.В.	754312	_himself	Векленко С.В.	Легковой автомобиль -2: 1)Тойота-Королла, 2)Хонда-ХРВ.
e442a01c08d3a1302abccfb53e3763ad	Векленко С.В.	327702	wife	супруга	Легковой автомобиль - 1 Нисан Микра
6eb1fa0445c38148fecc6647da52c3d2	Воробьев В.В.	540044.56	_himself	Воробьев В.В.	
6eb1fa0445c38148fecc6647da52c3d2	Воробьев В.В.	402810.65	wife	супруга	Honda CRV
566cd484e8238a62dde8c0501c1d636d	Ворожцов М.А.	673351.68	_himself	Ворожцов М.А.	
566cd484e8238a62dde8c0501c1d636d	Ворожцов М.А.	142122.09	wife	супруга	
a4f58d9ca00dc132a2ae5d4e8c9ba40b	Волков В.А.	1509464	_himself	Волков В.А.	Легковой автомобиль Мазда - 3
a4f58d9ca00dc132a2ae5d4e8c9ba40b	Волков В.А.	1854000	wife	супруга	
c725fa19180206e9dfd4aadae2165ec1	Васичев С.Д.	758440.86	_himself	Васичев С.Д.	Санг-Йонг Пикап
0d91353f0e9b4df33ce2606d32494de8	Василенко В.В.	1162408.84	_himself	Василенко В.В.	
0d91353f0e9b4df33ce2606d32494de8	Василенко В.В.	126265.44	wife	супруга	
bb4a986c0aecea1675e0cf56c625a88c	Волокжанин П.Н.	950187.08	_himself	Волокжанин П.Н.	Нисан Патрол
bb4a986c0aecea1675e0cf56c625a88c	Волокжанин П.Н.	324000	wife	супруга	Пикник
bb4a986c0aecea1675e0cf56c625a88c	Волокжанин П.Н.	None	son	сын	
89371aac3844e88bfd141d47fa2a1617	Волков А.А.	1022257.01	_himself	Волков А.А.	
c68970a204139faf0d53e1bf7dbaac54	Водопьянов А.Т.	858432	_himself	Водопьянов А.Т.	Фольксваген тигуан
c68970a204139faf0d53e1bf7dbaac54	Водопьянов А.Т.	1661030	wife	супруга	
87b3bf2d4956386ff36bdd7e1bfd2ef5	Верещагин В.Ю.	864495	_himself	Верещагин В.Ю.	
87b3bf2d4956386ff36bdd7e1bfd2ef5	Верещагин В.Ю.	72000	wife	супруга	
78c34f1568665ce5f511f0351ab6970b	Васильев С.С.	797245.89	_himself	Васильев С.С.	Лада Калина ВАЗ 2110
78c34f1568665ce5f511f0351ab6970b	Васильев С.С.	130000	wife	супруга	
7682f0a2857e4ddc6a293c3d5fb839a1	Володин Р.А.	1148191.49	_himself	Володин Р.А.	
7682f0a2857e4ddc6a293c3d5fb839a1	Володин Р.А.	94229	wife	супруга	BMW x 3
7682f0a2857e4ddc6a293c3d5fb839a1	Володин Р.А.	None	daughter	дочь	
7682f0a2857e4ddc6a293c3d5fb839a1	Володин Р.А.	None	son	сын	
57c5d2b35d26efa6405932713097f274	Валиулин Р.М.	935336.4	_himself	Валиулин Р.М.	Тайота Авенсис
9743d2433dbf62152905fafe3940650f	Варенов И.В.	923741.14	_himself	Варенов И.В.	Лексус LX470
e44a9ceb29be1a13dc24b69e30e99461	Волкова А.Е.	928418.35	_himself	Волкова А.Е.	
14a4d70f2b82130920210c1246577b03	Власов С.Д.	935450.72	_himself	Власов С.Д.	Автомобиль легк. БМВ Х5
3577173021f18c97853674a4ab5dd65e	Верзилин В.А.	635978	_himself	Верзилин В.А.	Тойота Авенсис
3577173021f18c97853674a4ab5dd65e	Верзилин В.А.	225060	wife	супруга	Тойота RAV-4
3322489840221b546fe6d49d051411be	Гудилин С.А.	1056040.35	_himself	Гудилин С.А.	Автомобиль легковой: Фольксваген «Пассат»
3322489840221b546fe6d49d051411be	Гудилин С.А.	30806	wife	супруга	
4ec115e84502c5ef2d42663d3b211524	Герасимов В.В.	870505.5	_himself	Герасимов В.В.	
75bcd62399650a11aa020df22f119f94	Герман А.И.	853.309	_himself	Герман А.И.	Автомобиль легк. Kyron
75bcd62399650a11aa020df22f119f94	Герман А.И.	343348.97	wife	супруга	
777924edc3aff83dce789c8cda70b20c	Горкун В.И.	838131.63	_himself	Горкун В.И.	Автомобиль легк. Нисан-Тиида
777924edc3aff83dce789c8cda70b20c	Горкун В.И.	330485.31	wife	супруга	
8f937256a528b27db016cf6d3f9fea4e	Губарев С.В.	725.53	_himself	Губарев С.В.	Автомобиль легк. Хонда-ЦРВ
043a1063a6e26fc8ca8ec7e8575386fb	Гусев А.И.	590000	_himself	Гусев А.И.	Автомобиль легк. Мерседес Бенц-190 Е
0382f7b6cc942b486d21d587fc29e1c1	Горячев В.А.	840789.77	_himself	Горячев В.А.	Лексус рх 300
0382f7b6cc942b486d21d587fc29e1c1	Горячев В.А.	153648.22	wife	супруга	
a7fd4ed4d07b1e61c0a3e75cbaebb5c4	Гормах А.Б.	794702.33	_himself	Гормах А.Б.	Автоприцеп легковой Снегоход
a7fd4ed4d07b1e61c0a3e75cbaebb5c4	Гормах А.Б.	58365	wife	супруга	Автомобиль Рендж Ровер
a7fd4ed4d07b1e61c0a3e75cbaebb5c4	Гормах А.Б.	None	son	сын	
a7fd4ed4d07b1e61c0a3e75cbaebb5c4	Гормах А.Б.	None	daughter	дочь	
3f34e43bc6472994a874b95913da583f	Гуднов Я.Ю.	593251.39	_himself	Гуднов Я.Ю.	
3f34e43bc6472994a874b95913da583f	Гуднов Я.Ю.	657736.28	wife	супруга	
3f34e43bc6472994a874b95913da583f	Гуднов Я.Ю.	None	son	сын	
7395bb97509b3fe595361b51ada06b0d	Гераскин Д.В.	837077.52	_himself	Гераскин Д.В.	
7395bb97509b3fe595361b51ada06b0d	Гераскин Д.В.	290148	wife	супруга	
7395bb97509b3fe595361b51ada06b0d	Гераскин Д.В.	None	daughter	дочь	
00379181a503cf703da0f75f63934956	Гуменчук И.В.	513739	_himself	Гуменчук И.В.	Автомобиль Хонда CR-V
00379181a503cf703da0f75f63934956	Гуменчук И.В.	672992	wife	супруга	
34eecd7086e0c42265288dd6738da216	Гололобов С.В.	841397.62	_himself	Гололобов С.В.	
34eecd7086e0c42265288dd6738da216	Гололобов С.В.	120614	wife	супруга	
21c2860648109517f6ee1b52e531b132	Гольцунов Е.П.	850467.9	_himself	Гольцунов Е.П.	
21c2860648109517f6ee1b52e531b132	Гольцунов Е.П.	533110.94	wife	супруга	
215ec4926519db9d8890ce363c48d9d8	Горшков О.В.	802046.37	_himself	Горшков О.В.	Форд Ранжер
215ec4926519db9d8890ce363c48d9d8	Горшков О.В.	315328.81	wife	супруга	
3d166bb217bf05aee37d6b82b0400679	Гудиев М.М.	846890	_himself	Гудиев М.М.	
8097f7ed82cbe6e181d8e16655d070c8	Габа С.П.	1011963	_himself	Габа С.П.	TOYOTA-LANDCROISER-120
8097f7ed82cbe6e181d8e16655d070c8	Габа С.П.	18450	wife	супруга	
7416b19b97544aea339edde2dff57452	Гиндеев Б.А.	1383875.46	_himself	Гиндеев Б.А.	Тойота авенсис
7416b19b97544aea339edde2dff57452	Гиндеев Б.А.	40958.45	wife	супруга	
df5a78d4cfa5d0a3b7f476fedee9e2a4	Гришаев А.Н.	753218.2	_himself	Гришаев А.Н.	Тойота Ленд Круизер Фольцваген Поло МАЗ КС-45717 (гузовой)
