placer_regNum	placer_fullName	placer_inn	placer_kpp	initiator_regNum	initiator_fullName	initiator_inn	initiator_kpp	shortName	ogrn	rbs_regNum	rbs_fullName	grbs_regNum	grbs_fullName	orgType	okfs_code	okfs_name	okopf_code	okopf_name	okogu_code	okogu_name	okpo_code	okato_code	okato_name	okved_code	address_zip	address_subject_code	address_subject_name	address_locality_code	address_locality_name	address_city_code	address_city_name	address_street_code	address_street_name	address_building	address_office	institutionType_code	institutionType_name	ppo_code	ppo_name	ppo_okato_code	ppo_okato_name	ppo_oktmo_code	ppo_oktmo_name	phone	www	email	oktmo_code	oktmo_name	chief_lastName	chief_firstName	chief_middleName	chief_position	founder_regNum	founder_fullName
0311100000129	отдел вневедомственной охраны отдела Министерства внутренних дел Российской Федерации по Елабужскому району	1646006070	164601001	0311100000129	отдел вневедомственной охраны отдела Министерства внутренних дел Российской Федерации по Елабужскому району	1646006070	164601001	ОВО отдела МВД РФ по Елабужскому району	1021606953455	0311100000123	Управление вневедомственной охраны Министерства внутренних дел по Республике Татарстан	0173100000054	Министерство внутренних дел Российской Федерации	03	12	Федеральная собственность	72	Бюджетные учреждения	1310500	Министерство внутренних дел Российской Федерации	08727767	92415000000	Елабуга	75.24.1	423600	16000000000	Татарстан Респ			16019001000	Елабуга г	160190010000064		3		9900000	Прочие	00000000000	00000000000	00000000000	Объекты административно-территориального деления, кроме сельских населенных пунктов	92701000	- Город Казань	7-85557-75150		ovo24-grovd@yandex.ru	92626101	- Город Елабуга	Минуров	Расим	Раисович	начальник	0173100000062	Министерство внутренних дел Российской Федерации
0311100000142	Управление вневедомственной охраны Управления Министерства внутренних дел Российской Федерации по городу Казани	1659096803	165801001	0311100000142	Управление вневедомственной охраны Управления Министерства внутренних дел Российской Федерации по городу Казани	1659096803	165801001	УВО Управления МВД РФ по городу Казани	1091690052662	0311100000123	Управление вневедомственной охраны Министерства внутренних дел по Республике Татарстан	0173100000062	Министерство внутренних дел Российской Федерации	03	12	Федеральная собственность	72	Бюджетные учреждения	1310500	Министерство внутренних дел Российской Федерации	08680885	92401000000	Казань	75.24.1	420039	16000000000	Татарстан Респ			16000001000	Казань г	160000010000276		105		9900000	Прочие	00000000000	00000000000	00000000000	Объекты административно-территориального деления, кроме сельских населенных пунктов	92701000	- Город Казань	7-8435-434304		UvoKaz@mail.ru	92701000	- Город Казань	Нигматуллин	Ринат	Фаридович	 начальник управления	0173100000062	Министерство внутренних дел Российской Федерации
0311100000091	отделение вневедомственной охраны отдела Министерства внутренних дел россиийской Федерации по Тетюшскому  району	1638001254	163801001	0311100000091	отделение вневедомственной охраны отдела Министерства внутренних дел россиийской Федерации по Тетюшскому  району	1638001254	163801001	ОВО отдела МВД РФ по Тетюшскому  району	1021606554738	0311100000123	Управление вневедомственной охраны Министерства внутренних дел по Республике Татарстан	0173100000062	Министерство внутренних дел Российской Федерации	03	12	Федеральная собственность	72	Бюджетные учреждения	1310500	Министерство внутренних дел Российской Федерации	08728072	92255501000	Тетюши	75.24	422370	16000000000	Татарстан Респ			16039001000	Тетюши г	160390010000097		70		9900000	Прочие	00000000000	00000000000	00000000000	Объекты административно-территориального деления, кроме сельских населенных пунктов	92701000	- Город Казань	7-84373-25564		tetushovo@mail.ru	92655101	- Город Тетюши	БИКТАГИРОВ	РИНАТ	ГУМЕРОВИЧ	Начальник ОВО отдела МВД РФ по тетюшскому району	0173100000062	Министерство внутренних дел Российской Федерации
0895100000250	федеральное государственное казенное учреждение "Управление вневедомственной охраны Министерства внутренних дел по Республике Татарстан"	1655248519	165501001	0895100000250	федеральное государственное казенное учреждение "Управление вневедомственной охраны Министерства внутренних дел по Республике Татарстан"	1655248519	165501001	ФГКУ УВО МВД по Республике Татарстан	1121690051988	0111100000043	Министерство внутренних дел по Республике Татарстан	0173100000062	Министерство внутренних дел Российской Федерации	08	12	Федеральная собственность	81	Учреждения	1310500	Министерство внутренних дел Российской Федерации	08683794	92401367000	Вахитовский	75.24.1	420111	16000000000	Татарстан			16000001000	Казань	160000010000723		20		0617010	Государственное учреждение	00000000000	00000000000	00000000000	Объекты административно-территориального деления, кроме сельских населенных пунктов	92701000	Город Казань	7-843-2314410			92701000	Город Казань	Шакиров	Марат	Азатович	Начальник	0173100000062	Министерство внутренних дел Российской Федерации
0895100000312	Отдел вневедомственной охраны по Чистопольскому району - филиал федерального государственного казенного учреждения "Управление вневедомственной охраны Министерства внутренних дел по Республике Татарстан"	1655248519	165245001	0895100000312	Отдел вневедомственной охраны по Чистопольскому району - филиал федерального государственного казенного учреждения "Управление вневедомственной охраны Министерства внутренних дел по Республике Татарстан"	1655248519	165245001	ОВО по Чистопольскому району - филиал ФГКУ УВО МВД по Республике Татарстан	1121690051988	0895100000250	федеральное государственное казенное учреждение "Управление вневедомственной охраны Министерства внутренних дел по Республике Татарстан"	0173100000062	Министерство внутренних дел Российской Федерации	08	12	Федеральная собственность	90	Представительства и филиалы	1310500	Министерство внутренних дел Российской Федерации	08683794	92440000000	Чистополь	75.24.1	422980	16000000000	Республика Татарстан			16043001000	Чистополь			27А		0617010	Государственное учреждение	00000000000	00000000000	00000000000	Объекты административно-территориального деления, кроме сельских населенных пунктов	92701000	Город Казань	8-84342-50380		chistovo@mail.ru	92659101	Город Чистополь	Беспалов	Юрий	Петрович	Начальник	0173100000062	Министерство внутренних дел Российской Федерации
0895100000407	Отдел вневедомственной охраны по Нижнекамскому району - филиал федерального государственного казенного учреждения "Управление вневедомственной охраны Министерства внутренних дел по Республике Татарстан"	1655248519	165143001	0895100000407	Отдел вневедомственной охраны по Нижнекамскому району - филиал федерального государственного казенного учреждения "Управление вневедомственной охраны Министерства внутренних дел по Республике Татарстан"	1655248519	165143001	ОВО по Нижнекамскому району - филиал ФГКУ УВО МВД по Республике Татарстан	1121690051988	0895100000250	федеральное государственное казенное учреждение "Управление вневедомственной охраны Министерства внутренних дел по Республике Татарстан"	0173100000062	Министерство внутренних дел Российской Федерации	08	12	Федеральная собственность	90	Представительства и филиалы	1310500	Министерство внутренних дел Российской Федерации	08727813	92435000000	Нижнекамск	75.24.1	423570	16000000000	Республика Татарстан			16031001000	Нижнекамск			11		0617010	Государственное учреждение	00000000000	00000000000	00000000000	Объекты административно-территориального деления, кроме сельских населенных пунктов	92701000	Город Казань	843-8555-320442			92644101	Город Нижнекамск	Нигъметзянов	Ильнур	Шакертянович	Начальник отдела	0173100000062	Министерство внутренних дел Российской Федерации
0311100000271	отдел вневедомственной охраны отдела Министерства внутренних дел Российской Федерации по Бавлинскому району	1611001909	161101001	0311100000271	отдел вневедомственной охраны отдела Министерства внутренних дел Российской Федерации по Бавлинскому району	1611001909	161101001	ОВО отдела МВД РФ по Бавлинскому району	1021606352404	0311100000123	Управление вневедомственной охраны Министерства внутренних дел по Республике Татарстан	0173100000062	Министерство внутренних дел Российской Федерации	03	12	Федеральная собственность	72	Бюджетные учреждения	1310500	Министерство внутренних дел Российской Федерации	08727894	92408000000	Бавлы	75.24.1	423930	16000000000	Татарстан Респ			16012001000	Бавлы г			20		9900000	Прочие	00000000000	00000000000	00000000000	Объекты административно-территориального деления, кроме сельских населенных пунктов	92701000	- Город Казань	7-85569-54522		ovo1780@yandex.ru	92614101	- Город Бавлы	Усанов	Владимир 	Николаевич	Начальник		Управление вневедомственной охраны Министерства внутренних дел по Республике Татарстан
0311100000152	отдел вневедомственной охраны отдела Министерства внутренних дел Российской Федерации по Алексеевскому району	1605001481	160501001	0311100000152	отдел вневедомственной охраны отдела Министерства внутренних дел Российской Федерации по Алексеевскому району	1605001481	160501001	ОВО отдела МВД РФ по Алексеевскому району	1021605752706	0311100000123	Управление вневедомственной охраны Министерства внутренних дел по Республике Татарстан	0173100000062	Министерство внутренних дел Российской Федерации	03	12	Федеральная собственность	81	Учреждения	1310500	Министерство внутренних дел Российской Федерации	08727871	92206551000	Алексеевское	75.24.1	422900	16000000000	Татарстан Респ	16006000001	Алексеевское пгт					5		0617010	Государственное учреждение	00000000000	00000000000	00000000000	Объекты административно-территориального деления, кроме сельских населенных пунктов	92701000	- Город Казань	7-84341-26842			92606151	- Поселок Алексеевское	Ковшаенко	Андрей	Константинович	начальник	0173100000135	Министерство обороны Российской Федерации
0311100000058	войсковая часть 5598	1659017449	165901001	0311100000058	войсковая часть 5598	1659017449	165901001		1021603473605	0332100000108	управление Приволжского регионального командования внутренних войск МВД России	0173100000062	Министерство внутренних дел Российской Федерации	08	12	Федеральная собственность	72	Бюджетные учреждения	1310500	Министерство внутренних дел Российской Федерации	08607532	92401000000	Казань	75.24.1	420059	16000000000	Татарстан Респ			16000001000	Казань г			132		0907000	Воинская часть	00000000000	00000000000	00000000000	Объекты административно-территориального деления, кроме сельских населенных пунктов			7-843-2778853			92701000	- Город Казань	Филиппов	Дмитрий	Михайлович	командир войсковой части 5598	0173100000062	Министерство внутренних дел Российской Федерации
0354100000025	Войсковая часть 7527	5752013301	575201001	0354100000025	Войсковая часть 7527	5752013301	575201001	ФКУ "Войсковая часть 7527"	1025700788915	0373100000653	управление Центрального Оршанско-Хинганского Краснознаменного регионального командования внутренних войск МВД России	0173100000054	Министерство внутренних дел Российской Федерации	03	12	Федеральная собственность	81	Учреждения	1310500	Министерство внутренних дел Российской Федерации	08609887	54401000000	Орёл	75.22	302026	57000000000	Орловская область			57000001000	Орел			1		0900000	Национальная оборона	00000000000	00000000000	00000000000	Объекты административно-территориального деления, кроме сельских населенных пунктов	54701000	- город Орел	460-4862-763850-777874	http://www.@mail.ru	fsvch7527@mail.ru	54701000	- город Орел	Пронин	Андрей	Владимирович	Командир части	0173100000062	Министерство внутренних дел Российской Федерации
0854100000008	федеральное государственное казенное образовательное учреждение высшего профессионального образования "Орловский юридический институт Министерства внутренних дел Российской Федерации"	5753004557	575301001	0854100000008	федеральное государственное казенное образовательное учреждение высшего профессионального образования "Орловский юридический институт Министерства внутренних дел Российской Федерации"	5753004557	575301001	ОрЮИ МВД России	1025700832002	0173100000054	Министерство внутренних дел Российской Федерации	0173100000054	Министерство внутренних дел Российской Федерации	08	12	Федеральная собственность	72	Бюджетные учреждения	1310500	Министерство внутренних дел Российской Федерации	08571587	54401000000	Орёл	80.30.1,80.30.3,80.22.22	302027	57000000000	Орловская			57000001000	Орел			2		1006020	Институт	00000000000	00000000000	00000000000	Объекты административно-территориального деления, кроме сельских населенных пунктов	54701000	- город Орел	8-4862-414427	http://urinst.orel.ru/	orurinst@rambler.ru	54701000	- город Орел	Калиниченко	Игорь	Александрович	Начальник института	0173100000062	Министерство внутренних дел Российской Федерации
